case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_aeb8b7f69d3df417,1273,,,unknown,unknown,1998-01-13,1998,property_economic_harm,4612,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c98316755eedbb27,1281,,2003도2077,서울남부지방법원,trial,2017-02-12,2017,traffic_accident,15538,fail,criminal_case,손해배상;불법행위,criminal_case,,
KR_ebfcb3e57bf7c7c0,1289,,,unknown,unknown,2018-10-18,2018,traffic_accident,3379,warning,,손해배상;위자료;치료비;일실수입,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_0cfbff63780ca3bf,1290,,,unknown,unknown,2018-04-27,2018,facility_product_safety,1068,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_297ca113e8a09759,1292,,,unknown,unknown,2008-11-08,2008,traffic_accident,2710,warning,,손해배상;위자료;치료비;일실수입;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_78910e5a00940621,1295,,,제주지방법원,trial,2021-02-18,2021,property_economic_harm,1468,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_28be374f3e154714,1308,,2000다61671,unknown,supreme,2002-11-07,2002,medical_professional,8277,fail,supreme_court_excluded;family_only;warning_unknown_court_name,손해배상;불법행위;주의의무,supreme_court_excluded;family_only,warning_unknown_court_name,
KR_4b5fc6f3911fc478,1312,,,unknown,unknown,1990-08-14,1990,facility_product_safety,2488,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_6708e62a59b556cc,1314,,,unknown,unknown,2011-11-15,2011,traffic_accident,1059,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_0fea20ee3da4b70b,1319,,2020고단2966,unknown,unknown,2012-11-01,2012,facility_product_safety,3112,fail,criminal_case;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상,criminal_case,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_0c43a9c0d7df6399,1320,,,unknown,unknown,2019-02-28,2019,medical_professional,5236,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_833b3fe8eab38913,1322,,,인천지방법원,trial,1981-03-20,1981,facility_product_safety,3989,fail,ip_only;warning_unknown_case_number,불법행위;위자료,ip_only,warning_unknown_case_number,
KR_5e44de270dca2328,1325,,2014가합2672,부산지방법원,trial,2019-12-11,2019,personal_injury,4094,fail,criminal_case,손해배상,criminal_case,,
KR_b41bd44d7aeb6f4c,1333,,,unknown,unknown,1995-07-29,1995,traffic_accident,5474,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c1fe7ddc9d87496f,1336,,,unknown,unknown,2020-10-05,2020,traffic_accident,868,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,치료비,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8fe404a40739c292,1340,,,unknown,unknown,,,traffic_accident,1287,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;과실상계;주의의무,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_1b1d5e95078f0055,1343,,1162 답 1,창원지방법원,supreme,1996-01-26,1996,medical_professional,19911,fail,supreme_court_excluded;criminal_case,손해배상,supreme_court_excluded;criminal_case,,
KR_98588fcebd69d1e8,1346,,,서울고등법원,appellate,1986-12-22,1986,contract_only,2640,fail,procedural_only_or_no_factual_background;contract_only;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background;contract_only,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_024184e43c903690,1351,,2000다68474,대법원,supreme,1998-07-24,1998,intentional_tort,2770,fail,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,불법행위;위자료;주의의무,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_a69bdc8d8bf2a53f,1354,,2008년경부터 2020,unknown,unknown,2021-05-05,2021,property_economic_harm,1476,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name,
KR_eedb1f6e60ebff01,1370,,2009다75574,unknown,supreme,2016-03-07,2016,medical_professional,4974,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;위자료;치료비,supreme_court_excluded,warning_unknown_court_name,
KR_754b9982f66507b1,1372,,2016다216953,부산지방법원,supreme,1993-05-27,1993,traffic_accident,1143,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_634c7e8b7d790d18,1378,,2001다80778,unknown,supreme,2021-04-27,2021,medical_professional,11793,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입;과실상계,supreme_court_excluded,warning_unknown_court_name,
KR_06a896d9bf3f4230,1384,,,광주지방법원 목포지원,trial,2016-05-20,2016,traffic_accident,1715,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_7d50d6ff025549cf,1389,,,서울지방법원,supreme,1995-02-14,1995,unclear,1458,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,일실수입,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_f6755de8ec2ae435,1393,,,unknown,unknown,1987-03-10,1987,property_economic_harm,3439,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위;위자료,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3e98b986b2fe0794,1396,,2007다52287,서울고등법원,supreme,2004-09-03,2004,medical_professional,20482,fail,supreme_court_excluded,손해배상;불법행위;위자료;치료비;주의의무,supreme_court_excluded,,
KR_afbcd24e656dd1d3,1397,,,unknown,unknown,,,traffic_accident,709,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8492cd6c00e3f931,1405,,,unknown,unknown,1986-05-17,1986,medical_professional,5571,warning,,손해배상;위자료;치료비;일실수입;과실상계;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d33a9ab6d560fc39,1407,,,unknown,unknown,,,medical_professional,960,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e226ff1b1025db8f,1416,,,서울동부지방법원,trial,2020-08-28,2020,traffic_accident,1589,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_c8959467dbaaf171,1419,,2018다249148,unknown,supreme,2016-03-04,2016,medical_professional,6669,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_56cb1ac2770e2442,1420,,2020도8675,unknown,unknown,2019-08-13,2019,traffic_accident,3447,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_b32c87955d054f21,1427,,2007다4899,수원지방법원,supreme,2010-06-17,2010,traffic_accident,9537,fail,supreme_court_excluded;ip_only,손해배상,supreme_court_excluded;ip_only,,
KR_521feb1d60b922a3,1432,,2008다61615,unknown,supreme,2019-09-19,2019,facility_product_safety,8178,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;불법행위;주의의무,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_d61b290da2d0
KR_9ace826cde3a875e,1442,,,unknown,unknown,2010-03-30,2010,personal_injury,1192,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;과실상계,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c6f10e9a7c5bfd40,1444,,2000두8011,unknown,unknown,2009-01-15,2009,medical_professional,13766,warning,,위자료,,warning_unknown_court_level;warning_unknown_court_name,
KR_38d783c3a1b5e65d,1445,,,unknown,unknown,1987-02-20,1987,contract_only,3874,fail,administrative_only;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_ff97b553c26670ec,1450,,2017다211924,unknown,supreme,2020-08-08,2020,facility_product_safety,7928,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_0cc16c92a127e00d,1453,,2014다56355,unknown,supreme,2017-08-18,2017,contract_only,8269,fail,supreme_court_excluded;criminal_case;contract_only;warning_unknown_court_name,손해배상;위자료,supreme_court_excluded;criminal_case;contract_only,warning_unknown_court_name,
KR_412809781270a3e5,1454,,,unknown,unknown,1990-12-16,1990,traffic_accident,2443,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_150501b41568fcf0,1459,,,unknown,unknown,2003-11-01,2003,medical_professional,13308,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;주의의무;사용자책임,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_275af7281f8415d4,1462,,,unknown,unknown,1973-01-01,1973,facility_product_safety,942,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_14b3ddda1e944e2b,1467,,,unknown,unknown,1970-07-16,1970,contract_only,2017,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;주의의무,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d26a707c87ff1ab2,1469,,,광주고등법원,appellate,,,traffic_accident,3108,warning,,손해배상;불법행위;위자료;주의의무,,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_a42a5e7f5d4fff85,1470,,,unknown,unknown,2019-08-30,2019,unclear,2996,fail,administrative_only;ip_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only;ip_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8a58921e4eba73f4,1475,,4291민상178,대법원,supreme,1988-06-14,1988,contract_only,848,fail,supreme_court_excluded;procedural_only_or_no_factual_background;contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background;contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_704f8bbaeee75581,1477,,2002다38767,unknown,supreme,2020-08-19,2020,traffic_accident,3760,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,주의의무,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_9b2058951b30c2d1,1481,,,대전지방법원 논산지원,trial,2016-06-30,2016,traffic_accident,2867,fail,criminal_case;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_case_number,
KR_92e0e4dc9a39d288,1485,,2008다95663,대전지방법원 천안지원,supreme,2019-04-29,2019,contract_only,5536,fail,supreme_court_excluded;contract_only,손해배상,supreme_court_excluded;contract_only,,
KR_e1b08eaf7bf99793,1486,,2010가합5011,unknown,trial,2014-07-25,2014,traffic_accident,6579,fail,criminal_case;warning_unknown_court_name,손해배상,criminal_case,warning_unknown_court_name,
KR_f05956ab6edc9c72,1491,,,unknown,unknown,1992-02-25,1992,medical_professional,1998,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d2b24a83580d163f,1494,,2018다284226,unknown,supreme,2019-11-08,2019,contract_only,5600,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상,supreme_court_excluded;contract_only,warning_unknown_court_name,
KR_de9ede94dacc52e1,1496,,2001다2181,대법원,supreme,2001-05-08,2001,traffic_accident,4190,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,불법행위;주의의무,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_20b4458744915b3f,1499,,,unknown,unknown,2020-09-13,2020,traffic_accident,1265,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_969f3cdaac933193,1513,,2018고합292,unknown,unknown,2015-08-18,2015,contract_only,31191,fail,criminal_case;contract_only;warning_unknown_court_level;warning_unknown_court_name,손해배상,criminal_case;contract_only,warning_unknown_court_level;warning_unknown_court_name,
KR_647cc65fd7718351,1522,,2002다2485,unknown,supreme,2016-09-22,2016,medical_professional,5914,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_c39e8325128f5dc4,1527,,2006다9446,대법원,supreme,2007-09-21,2007,medical_professional,1819,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상;불법행위,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_d5c6076432126e5e,1540,,,unknown,unknown,1963-06-01,1963,traffic_accident,1015,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,과실상계;주의의무,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9e269cc060f96f2e,1542,,2016회합100053,unknown,unknown,2015-09-21,2015,contract_only,3476,fail,procedural_only_or_no_factual_background;contract_only;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상,procedural_only_or_no_factual_background;contract_only,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_4826ec763bbb5ee2,1551,,,unknown,unknown,2018-04-06,2018,contract_only,1007,fail,contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_872f49ca3f771949,1559,,,unknown,unknown,2018-04-05,2018,medical_professional,10845,warning,,손해배상;불법행위;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_a64b2a4339dfd7d4,1574,,,서울고등법원,appellate,,,contract_only,1218,fail,contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_0de785b076275866,1581,,,unknown,unknown,2017-04-25,2017,facility_product_safety,3445,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d57f8e112467111d,1584,,,unknown,unknown,,,facility_product_safety,283,fail,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c7da521f8ccf6ed1,1588,,2014가단35107,unknown,trial,2013-04-01,2013,medical_professional,10149,warning,,손해배상;불법행위,,warning_unknown_court_name,
KR_49e563690476fa01,1591,,,unknown,unknown,2020-08-05,2020,traffic_accident,1862,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,치료비;주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_42ab705b5037f78a,1596,,2002다48443,unknown,supreme,2003-09-16,2003,medical_professional,5759,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_9474831cc79e9ca0,1597,,,unknown,unknown,1992-10-10,1992,medical_professional,17745,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bc7bd9e41a16d2ca,1598,,2019두43474,unknown,unknown,2019-07-12,2019,unclear,4375,fail,criminal_case;administrative_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상,criminal_case;administrative_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_282c8edbc24f50a9,1605,,2014고합315,unknown,unknown,2009-12-02,2009,medical_professional,16438,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_4c8125d90f987fa6,1608,,2012다28745,unknown,supreme,2016-09-15,2016,medical_professional,13646,fail,supreme_court_excluded;criminal_case;ip_only;warning_unknown_court_name,손해배상;위자료,supreme_court_excluded;criminal_case;ip_only,warning_unknown_court_name,
KR_dd0d08e1e5608c8f,1609,,,대법원,supreme,1994-12-22,1994,personal_injury,2067,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위;치료비,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_fd83903c49b2e6b5,1610,,2015카합10020,unknown,unknown,2015-08-25,2015,medical_professional,3277,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name,
KR_b3508bdf324e21b8,1616,,,대법원,supreme,1998-02-13,1998,unclear,3764,fail,supreme_court_excluded;warning_unknown_case_number,손해배상;불법행위,supreme_court_excluded,warning_unknown_case_number,
KR_7862ce5067c43155,1618,,2003두1370,대법원,supreme,2004-09-23,2004,property_economic_harm,4447,fail,supreme_court_excluded;criminal_case;administrative_only;ip_only,손해배상,supreme_court_excluded;criminal_case;administrative_only;ip_only,,
KR_7f0fca077cdc272f,1626,,2002후2037,unknown,unknown,2016-07-25,2016,facility_product_safety,10249,fail,ip_only;warning_unknown_court_level;warning_unknown_court_name,손해배상,ip_only,warning_unknown_court_level;warning_unknown_court_name,
KR_a67d06c77e6c3563,1627,,,서울고등법원,appellate,,,traffic_accident,1243,fail,insurance_payment_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,insurance_payment_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_65fc7b0bac7cf142,1628,,,unknown,unknown,2020-06-30,2020,traffic_accident,3068,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_dadf92bb72235b52,1630,,2017나2027264,unknown,appellate,2019-09-04,2019,unclear,228,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_name,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_name,
KR_b74786ca8421cd55,1635,,,서울고등법원,appellate,1986-01-10,1986,facility_product_safety,2488,warning,,불법행위,,warning_unknown_case_number,
KR_049554ef5d2e766c,1636,,2006다16550,서울고등법원,supreme,2006-08-31,2006,property_economic_harm,1792,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상;불법행위;과실상계,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_c3a351276e203421,1649,,2016두49372,unknown,unknown,2019-08-20,2019,facility_product_safety,9526,warning,,불법행위,,warning_unknown_court_level;warning_unknown_court_name,
KR_353014dd7ebc42b9,1650,,0000 답 1,수원지방법원,trial,2008-06-09,2008,property_economic_harm,5297,pass,,손해배상;불법행위;위자료,,,
KR_491bfa6bace83260,1654,,,대법원,supreme,1971-01-19,1971,unclear,1139,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_6231c6f7e44170de,1683,,,unknown,unknown,2021-01-21,2021,traffic_accident,1425,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_6bc094db94c339e6,1684,,,unknown,unknown,,,facility_product_safety,2023,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f9bd3457eb609a12,1697,,,부산고등법원,appellate,1993-12-31,1993,traffic_accident,1706,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상;불법행위;과실상계,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_e0710cab0ac8c1ad,1699,,,unknown,unknown,1989-10-25,1989,traffic_accident,6904,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e55dbc990eee3f1d,1704,,,unknown,unknown,,,unclear,4511,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e0bf516f7d6e0719,1707,,2005도329,unknown,unknown,2020-07-14,2020,medical_professional,2969,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,치료비,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_316823ddc874f2cd,1713,,2001두10455,unknown,unknown,2015-08-21,2015,medical_professional,4411,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_64fce4fec3f08a93,1720,,2010다52584,서울고등법원,supreme,2020-04-18,2020,contract_only,5643,fail,supreme_court_excluded;criminal_case;contract_only,주의의무,supreme_court_excluded;criminal_case;contract_only,,
KR_744c7709b1421ed3,1724,,2009다84608,unknown,supreme,2017-09-16,2017,medical_professional,11702,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,grp_0bd5b4b9f331
KR_b8e70c0922619e3f,1729,,2009다84608,unknown,supreme,2019-06-21,2019,facility_product_safety,5182,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_aaea354bbd9d
KR_26cdae04c1f03c70,1731,,,unknown,unknown,2021-08-09,2021,traffic_accident,1409,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_42f3c2b30b6aa871,1734,,2010다101486,unknown,supreme,2013-08-19,2013,contract_only,6302,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상;주의의무,supreme_court_excluded;contract_only,warning_unknown_court_name,
