surface_id,concept_id,language,surface_form,match_type,provenance,source_id,source_locator,ambiguity,primary_include,orientation_include,longest_match_priority,overlap_policy,status,note,version
S0119,KR_COMPENSATION_FOR_DAMAGES,ko,손해배상,literal,source_exact,KR_CIVIL_ACT,Arts. 750-752,high,0,0,4,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0120,KR_COMPENSATION_FOR_DAMAGES,en,compensation for damages,literal,official_translation,KR_CIVIL_ACT,Arts. 750-752,low,1,0,24,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0121,KR_NON_ECONOMIC_DAMAGES,ko,비재산적 손해,literal,source_variant,KR_CIVIL_ACT,Art. 751,low,1,0,7,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0122,KR_NON_ECONOMIC_DAMAGES,en,non-economic damages,literal,official_translation,KR_CIVIL_ACT,Art. 751,low,1,0,20,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0123,KR_MENTAL_ANGUISH,ko,정신적 고통,literal,source_exact,KR_CIVIL_ACT,Art. 751,low,1,0,6,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0124,KR_MENTAL_ANGUISH,ko,정신적 손해,literal,source_variant,KR_CIVIL_ACT,Art. 751,low,1,0,6,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0125,KR_MENTAL_ANGUISH,en,mental anguish,literal,official_translation,KR_CIVIL_ACT,Art. 751,low,1,0,14,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0126,KR_CONSOLATION_MONEY,ko,위자료,literal,source_exact,KR_CIVIL_ACT,Art. 752,low,1,0,3,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0127,KR_CONSOLATION_MONEY,en,consolation money,literal,official_translation,KR_CIVIL_ACT,Art. 752,low,1,0,17,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0128,KR_PERIODICAL_COMPENSATION,ko,정기금 배상,literal,source_variant,KR_CIVIL_ACT,Art. 751(2),low,1,0,6,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0129,KR_PERIODICAL_COMPENSATION,en,periodical payments,literal,official_translation,KR_CIVIL_ACT,Art. 751(2),low,1,0,19,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0130,KR_LOST_INCOME,ko,일실수입,literal,source_exact,KR_SC_DAMAGES_2022,press release,low,1,0,4,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0131,KR_LOST_INCOME,en,lost income,literal,researcher_translation_candidate,KR_SC_DAMAGES_2022,press release,low,0,0,11,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0132,KR_LOST_PROFITS,ko,일실이익,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,4,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0133,KR_LOST_PROFITS,en,lost profits,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,12,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0134,KR_MEDICAL_EXPENSES,ko,치료비,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,3,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0135,KR_MEDICAL_EXPENSES,en,medical expenses,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,16,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0136,KR_FUTURE_MEDICAL_EXPENSES,ko,향후치료비,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,5,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0137,KR_FUTURE_MEDICAL_EXPENSES,ko,향후 치료비,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,6,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0138,KR_FUTURE_MEDICAL_EXPENSES,en,future medical expenses,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,23,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0139,KR_CARE_EXPENSES,ko,개호비,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,3,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0140,KR_CARE_EXPENSES,en,care expenses,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,13,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0141,KR_FUNERAL_EXPENSES,ko,장례비,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,3,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0142,KR_FUNERAL_EXPENSES,en,funeral expenses,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,16,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0143,KR_PROPERTY_DAMAGE,ko,재산상 손해,literal,source_variant,KR_CIVIL_ACT,Art. 750,low,1,0,6,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0144,KR_PROPERTY_DAMAGE,en,property damage,literal,researcher_translation_candidate,KR_CIVIL_ACT,Art. 750,low,0,0,15,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0145,KR_TREBLE_PRODUCT_DAMAGES,ko,3배 이내,literal,source_variant,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),low,1,0,5,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0146,KR_TREBLE_PRODUCT_DAMAGES,ko,세 배,literal,source_variant,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),low,1,0,3,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0147,KR_TREBLE_PRODUCT_DAMAGES,en,up to three times the damage,literal,official_translation,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),low,1,0,28,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0148,KR_REPUTATION_RESTORATION,ko,명예회복에 적당한 처분,literal,source_exact,KR_CIVIL_ACT,Art. 764,low,1,0,12,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0149,KR_REPUTATION_RESTORATION,en,measures appropriate for repairing the injured party's reputation,literal,official_translation,KR_CIVIL_ACT,Art. 764,low,1,0,65,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0150,KR_REDUCTION_COMPENSATION_AMOUNT,ko,배상액의 감액,literal,source_exact,KR_CIVIL_ACT,Art. 765,low,1,0,7,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0151,KR_REDUCTION_COMPENSATION_AMOUNT,ko,손해배상액 감액,literal,source_variant,KR_CIVIL_ACT,Art. 765,low,1,0,8,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0152,KR_REDUCTION_COMPENSATION_AMOUNT,en,reduction in compensation amount,literal,official_translation,KR_CIVIL_ACT,Art. 765,low,1,0,32,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0153,US_DAMAGES,en,damages,literal,source_exact,US_WEX_DAMAGES,entry,high,0,0,7,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0154,US_DAMAGES,ko,손해배상,literal,researcher_translation_candidate,US_WEX_DAMAGES,entry,high,0,0,4,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0155,US_COMPENSATORY_DAMAGES,en,compensatory damages,literal,source_exact,US_WEX_COMPENSATORY,entry,low,1,0,20,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0156,US_COMPENSATORY_DAMAGES,ko,전보적 손해배상,literal,researcher_translation_candidate,US_WEX_COMPENSATORY,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0157,US_COMPENSATORY_DAMAGES,ko,보상적 손해배상,literal,researcher_translation_candidate,US_WEX_COMPENSATORY,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0158,US_ACTUAL_DAMAGES,en,actual damages,literal,source_exact,US_WEX_COMPENSATORY,entry,low,1,0,14,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0159,US_ACTUAL_DAMAGES,ko,실제 손해배상,literal,researcher_translation_candidate,US_WEX_COMPENSATORY,entry,low,0,0,7,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0160,US_ECONOMIC_DAMAGES,en,economic damages,literal,corpus_candidate,DEV_CORPUS,to validate,low,1,0,16,remedy_first_excludes_doctrine,needs_dev_validation,Surface form retained as a candidate; verify in held-out U.S. development judgments.,0.1.1
S0161,US_ECONOMIC_DAMAGES,ko,경제적 손해,literal,researcher_translation_candidate,US_WEX_DAMAGES,entry,low,0,0,6,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0162,US_NONECONOMIC_DAMAGES,en,noneconomic damages,literal,source_variant,US_WEX_DAMAGES,entry,low,1,0,19,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0163,US_NONECONOMIC_DAMAGES,en,non-economic damages,literal,source_variant,US_WEX_DAMAGES,entry,low,1,0,20,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0164,US_NONECONOMIC_DAMAGES,ko,비경제적 손해,literal,researcher_translation_candidate,US_WEX_DAMAGES,entry,low,0,0,7,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0165,US_PUNITIVE_DAMAGES,en,punitive damages,literal,source_exact,US_WEX_PUNITIVE,entry,low,1,0,16,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0166,US_PUNITIVE_DAMAGES,ko,징벌적 손해배상,literal,researcher_translation_candidate,US_WEX_PUNITIVE,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0167,US_EXEMPLARY_DAMAGES,en,exemplary damages,literal,source_variant,US_WEX_PUNITIVE,synonym candidate,low,1,0,17,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0168,US_EXEMPLARY_DAMAGES,ko,징벌적 손해배상,literal,researcher_translation_candidate,US_WEX_PUNITIVE,synonym candidate,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0169,US_NOMINAL_DAMAGES,en,nominal damages,literal,source_exact,US_WEX_NOMINAL,entry,low,1,0,15,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0170,US_NOMINAL_DAMAGES,ko,명목상 손해배상,literal,researcher_translation_candidate,US_WEX_NOMINAL,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0171,US_MEDICAL_EXPENSES,en,medical expenses,literal,source_variant,US_WEX_DAMAGES,related medical-care loss terminology; exact 'medical expenses' requires dev validation,low,1,0,16,remedy_first_excludes_doctrine,needs_dev_validation,Not treated as an exact Wex quotation; validate surface form in the development corpus.,0.1.1
S0172,US_MEDICAL_EXPENSES,ko,치료비,literal,researcher_translation_candidate,US_WEX_DAMAGES,tort losses,low,0,0,3,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0173,US_MEDICAL_EXPENSES,ko,의료비,literal,researcher_translation_candidate,US_WEX_DAMAGES,tort losses,low,0,0,3,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0174,US_FUTURE_MEDICAL_EXPENSES,en,future medical expenses,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,23,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0175,US_FUTURE_MEDICAL_EXPENSES,ko,향후 치료비,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,6,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0176,US_PROPERTY_DAMAGE,en,property damage,literal,source_exact,US_WEX_DAMAGES,tort losses,low,1,0,15,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0177,US_PROPERTY_DAMAGE,ko,재산 손해,literal,researcher_translation_candidate,US_WEX_DAMAGES,tort losses,low,0,0,5,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0178,US_LOST_WAGES,en,lost wages,literal,source_exact,US_WEX_DAMAGES,tort losses,low,1,0,10,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0179,US_LOST_WAGES,ko,임금 손실,literal,researcher_translation_candidate,US_WEX_DAMAGES,tort losses,low,0,0,5,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0180,US_LOST_EARNINGS,en,lost earnings,literal,source_variant,US_WEX_COMPENSATORY,related lost-wages/income terminology; exact 'lost earnings' requires dev validation,low,1,0,13,remedy_first_excludes_doctrine,needs_dev_validation,Not treated as an exact Wex quotation; validate surface form in the development corpus.,0.1.1
S0181,US_LOST_EARNINGS,ko,상실 수입,literal,researcher_translation_candidate,US_WEX_COMPENSATORY,entry,low,0,0,5,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0182,US_LOSS_EARNING_CAPACITY,en,loss of earning capacity,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,24,remedy_first_excludes_doctrine,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0183,US_LOSS_EARNING_CAPACITY,ko,노동능력 상실에 따른 수입 손실,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,17,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0184,US_PAIN_AND_SUFFERING,en,pain and suffering,literal,source_exact,US_WEX_DAMAGES,tort losses,low,1,0,18,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0185,US_PAIN_AND_SUFFERING,ko,통증과 고통,literal,researcher_translation_candidate,US_WEX_DAMAGES,tort losses,low,0,0,6,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0186,US_EMOTIONAL_DISTRESS_DAMAGES,en,emotional distress,literal,source_exact,US_WEX_COMPENSATORY,entry,low,1,0,18,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0187,US_EMOTIONAL_DISTRESS_DAMAGES,en,emotional distress damages,literal,source_variant,US_WEX_COMPENSATORY,entry,low,1,0,26,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0188,US_EMOTIONAL_DISTRESS_DAMAGES,ko,정신적 고통에 대한 손해배상,literal,researcher_translation_candidate,US_WEX_COMPENSATORY,entry,low,0,0,15,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0189,US_TREBLE_DAMAGES,en,treble damages,literal,source_exact,US_WEX_DAMAGES,entry,low,1,0,14,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0190,US_TREBLE_DAMAGES,ko,3배 손해배상,literal,researcher_translation_candidate,US_WEX_DAMAGES,entry,low,0,0,7,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0191,US_RESTITUTION,en,restitution,literal,source_exact,US_WEX_DAMAGES,entry,low,1,0,11,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0192,US_RESTITUTION,ko,부당이득 반환,literal,researcher_translation_candidate,US_WEX_DAMAGES,entry,low,0,0,7,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0193,US_INJUNCTION,en,injunction,literal,source_exact,US_WEX_INJUNCTION,entry,low,1,0,10,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0194,US_INJUNCTION,ko,금지명령,literal,researcher_translation_candidate,US_WEX_INJUNCTION,entry,low,0,0,4,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0195,US_PRELIMINARY_INJUNCTION,en,preliminary injunction,literal,source_exact,US_WEX_INJUNCTION,entry,low,1,0,22,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0196,US_PRELIMINARY_INJUNCTION,ko,예비적 금지명령,literal,researcher_translation_candidate,US_WEX_INJUNCTION,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0197,US_PERMANENT_INJUNCTION,en,permanent injunction,literal,source_exact,US_WEX_INJUNCTION,entry,low,1,0,20,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0198,US_PERMANENT_INJUNCTION,ko,영구적 금지명령,literal,researcher_translation_candidate,US_WEX_INJUNCTION,entry,low,0,0,8,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0199,US_TEMPORARY_RESTRAINING_ORDER,en,temporary restraining order,literal,source_exact,US_WEX_INJUNCTION,entry,low,1,0,27,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0200,US_TEMPORARY_RESTRAINING_ORDER,en,TRO,literal,source_variant,US_WEX_INJUNCTION,entry,low,1,0,3,remedy_first_excludes_doctrine,needs_dev_validation,,0.1.1
S0201,US_TEMPORARY_RESTRAINING_ORDER,ko,임시제한명령,literal,researcher_translation_candidate,US_WEX_INJUNCTION,entry,low,0,0,6,remedy_first_excludes_doctrine,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0202,KR_FIRST_INSTANCE,ko,제1심,literal,source_exact,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,low,1,0,3,independent_dimension,needs_dev_validation,,0.1.1
S0203,KR_FIRST_INSTANCE,ko,1심,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0204,KR_FIRST_INSTANCE,en,court of first instance,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,low,1,0,23,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0205,KR_FIRST_INSTANCE,en,first instance,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,low,1,0,14,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0206,KR_ORIGINAL_COURT,ko,원심,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0207,KR_ORIGINAL_COURT,en,original court,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,14,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0208,KR_APPEAL,ko,항소,literal,source_exact,KR_CIVIL_PROCEDURE_ACT,appeal provisions,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0209,KR_APPEAL,en,appeal,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,appeal provisions,high,0,0,6,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0210,KR_APPELLATE_COURT,ko,항소심,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Arts. 390-418,low,1,0,3,independent_dimension,needs_dev_validation,,0.1.1
S0211,KR_APPELLATE_COURT,en,court of appeals,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Arts. 390-418,low,1,0,16,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0212,KR_FINAL_APPEAL,ko,상고,literal,source_exact,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0213,KR_FINAL_APPEAL,en,appeal to the Supreme Court,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,low,1,0,27,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0214,KR_FINAL_APPEAL,en,final appeal,literal,official_translation_variant,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,low,1,0,12,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0215,KR_COURT_FINAL_APPEAL,ko,상고심,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,low,1,0,3,independent_dimension,needs_dev_validation,,0.1.1
S0216,KR_COURT_FINAL_APPEAL,en,court of final appeal,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,low,1,0,21,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0217,KR_REVERSAL,ko,파기,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0218,KR_REVERSAL,en,reverse,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,7,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0219,KR_REVERSAL,en,reversal,literal,official_translation_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,8,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0220,KR_REMAND,ko,환송,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0221,KR_REMAND,en,remand,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,6,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0222,KR_REVERSAL_REMAND,ko,파기환송,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,4,independent_dimension,needs_dev_validation,,0.1.1
S0223,KR_REVERSAL_REMAND,en,remand after reversal,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,21,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0224,KR_REVERSAL_REMAND,en,reverse and remand,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,18,independent_dimension,needs_dev_validation,,0.1.1
S0225,KR_TRANSFER,ko,이송,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0226,KR_TRANSFER,en,transfer,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436,low,1,0,8,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0227,KR_PLEADINGS,ko,변론,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 436(2),low,1,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0228,KR_PLEADINGS,en,pleadings,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 436(2),low,1,0,9,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0229,KR_JUDGMENT,ko,판결,literal,source_exact,KR_CIVIL_PROCEDURE_ACT,multiple,high,0,0,2,independent_dimension,needs_dev_validation,,0.1.1
S0230,KR_JUDGMENT,en,judgment,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,multiple,high,0,0,8,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0231,KR_LITIGATION_RECORD,ko,소송기록,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,Art. 421,low,1,0,4,independent_dimension,needs_dev_validation,,0.1.1
S0232,KR_LITIGATION_RECORD,en,litigation record,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,Art. 421,low,1,0,17,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0233,KR_GROUNDS_FINAL_APPEAL,ko,상고이유,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,appeal-to-Supreme-Court provisions,low,1,0,4,independent_dimension,needs_dev_validation,,0.1.1
S0234,KR_GROUNDS_FINAL_APPEAL,en,grounds for final appeal,literal,official_translation,KR_CIVIL_PROCEDURE_ACT,appeal-to-Supreme-Court provisions,low,1,0,24,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0235,KR_LITIGATION_COSTS,ko,소송비용,literal,source_variant,KR_CIVIL_PROCEDURE_ACT,general provisions,low,1,0,4,independent_dimension,needs_dev_validation,,0.1.1
S0236,KR_LITIGATION_COSTS,en,litigation costs,literal,researcher_translation_candidate,KR_CIVIL_PROCEDURE_ACT,general provisions,low,0,0,16,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0237,US_APPEAL,en,appeal,literal,source_exact,US_COURTS_GLOSSARY,Appeal,high,0,0,6,independent_dimension,needs_dev_validation,,0.1.1
S0238,US_APPEAL,ko,항소,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Appeal,low,0,0,2,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0239,US_APPELLANT,en,appellant,literal,source_exact,US_COURTS_GLOSSARY,Appellant,low,1,0,9,independent_dimension,needs_dev_validation,,0.1.1
S0240,US_APPELLANT,ko,항소인,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Appellant,low,0,0,3,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0241,US_APPELLEE,en,appellee,literal,source_exact,US_COURTS_GLOSSARY,Appellee,low,1,0,8,independent_dimension,needs_dev_validation,,0.1.1
S0242,US_APPELLEE,ko,피항소인,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Appellee,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
