surface_id,concept_id,category,concept_family,jurisdiction_scope,orientation_layer,language,surface_form,match_type,provenance,ambiguity,primary_include,orientation_include,source_id,source_locator,source_url,status,note,version
S0086,US_MODIFIED_COMPARATIVE_NEGLIGENCE,doctrine,FAULT_APPORTIONMENT,US_GENERIC,US_generic,en,modified comparative fault,literal,source_variant,low,1,1,US_WEX_COMPARATIVE,Modified Comparative Negligence,https://www.law.cornell.edu/wex/comparative_negligence,needs_dev_validation,,0.1.1
S0087,US_MODIFIED_COMPARATIVE_NEGLIGENCE,doctrine,FAULT_APPORTIONMENT,US_GENERIC,US_generic,ko,수정 비교과실,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPARATIVE,Modified Comparative Negligence,https://www.law.cornell.edu/wex/comparative_negligence,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0088,US_CONTRIBUTORY_NEGLIGENCE,doctrine,FAULT_APPORTIONMENT,US_GENERIC,US_generic,en,contributory negligence,literal,source_exact,low,1,1,US_WEX_COMPARATIVE,Contributory Negligence,https://www.law.cornell.edu/wex/comparative_negligence,needs_dev_validation,,0.1.1
S0089,US_CONTRIBUTORY_NEGLIGENCE,doctrine,FAULT_APPORTIONMENT,US_GENERIC,US_generic,ko,기여과실,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPARATIVE,Contributory Negligence,https://www.law.cornell.edu/wex/comparative_negligence,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0090,US_VICARIOUS_LIABILITY,doctrine,VICARIOUS_EMPLOYER_LIABILITY,US_GENERIC,US_generic,en,vicarious liability,literal,source_exact,low,1,0,US_WEX_VICARIOUS,entry,https://www.law.cornell.edu/wex/vicarious_liability,needs_dev_validation,,0.1.1
S0091,US_VICARIOUS_LIABILITY,doctrine,VICARIOUS_EMPLOYER_LIABILITY,US_GENERIC,US_generic,en,imputed liability,literal,source_exact,low,1,0,US_WEX_VICARIOUS,entry,https://www.law.cornell.edu/wex/vicarious_liability,needs_dev_validation,,0.1.1
S0092,US_VICARIOUS_LIABILITY,doctrine,VICARIOUS_EMPLOYER_LIABILITY,US_GENERIC,US_generic,ko,대위책임,literal,researcher_translation_candidate,low,0,0,US_WEX_VICARIOUS,entry,https://www.law.cornell.edu/wex/vicarious_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0093,US_RESPONDEAT_SUPERIOR,doctrine,VICARIOUS_EMPLOYER_LIABILITY,US_GENERIC,US_generic,en,respondeat superior,literal,source_exact,low,1,1,US_WEX_VICARIOUS,entry,https://www.law.cornell.edu/wex/vicarious_liability,needs_dev_validation,,0.1.1
S0094,US_RESPONDEAT_SUPERIOR,doctrine,VICARIOUS_EMPLOYER_LIABILITY,US_GENERIC,US_generic,ko,respondeat superior 원칙,literal,researcher_translation_candidate,low,0,0,US_WEX_VICARIOUS,entry,https://www.law.cornell.edu/wex/vicarious_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0095,US_STRICT_LIABILITY,doctrine,STRICT_LIABILITY,US_GENERIC,US_generic,en,strict liability,literal,source_exact,low,1,0,US_WEX_STRICT,entry,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,,0.1.1
S0096,US_STRICT_LIABILITY,doctrine,STRICT_LIABILITY,US_GENERIC,US_generic,ko,엄격책임,literal,researcher_translation_candidate,low,0,0,US_WEX_STRICT,entry,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0097,US_STRICT_PRODUCTS_LIABILITY,doctrine,PRODUCT_LIABILITY,US_GENERIC,US_generic,en,strict products liability,literal,source_exact,low,1,1,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,,0.1.1
S0098,US_STRICT_PRODUCTS_LIABILITY,doctrine,PRODUCT_LIABILITY,US_GENERIC,US_generic,en,strict product liability,literal,source_variant,low,1,1,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,,0.1.1
S0099,US_STRICT_PRODUCTS_LIABILITY,doctrine,PRODUCT_LIABILITY,US_GENERIC,US_generic,ko,엄격 제조물책임,literal,researcher_translation_candidate,low,0,0,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0100,US_PRODUCT_LIABILITY,doctrine,PRODUCT_LIABILITY,US_GENERIC,US_generic,en,product liability,literal,source_exact,low,1,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0101,US_PRODUCT_LIABILITY,doctrine,PRODUCT_LIABILITY,US_GENERIC,US_generic,ko,제조물책임,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0102,US_MANUFACTURING_DEFECT,doctrine,MANUFACTURING_DEFECT,US_GENERIC,US_generic,en,manufacturing defect,literal,source_exact,low,1,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0103,US_MANUFACTURING_DEFECT,doctrine,MANUFACTURING_DEFECT,US_GENERIC,US_generic,ko,제조결함,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0104,US_DESIGN_DEFECT,doctrine,DESIGN_DEFECT,US_GENERIC,US_generic,en,design defect,literal,source_exact,low,1,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0105,US_DESIGN_DEFECT,doctrine,DESIGN_DEFECT,US_GENERIC,US_generic,ko,설계결함,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,entry,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0106,US_FAILURE_TO_WARN,doctrine,WARNING_OR_INSTRUCTION_DEFECT,US_GENERIC,US_generic,en,failure to warn,literal,corpus_candidate,low,1,0,DEV_CORPUS,to validate,,needs_dev_validation,"Concept is retained, but this exact surface form must be verified in held-out U.S. development judgments.",0.1.1
S0107,US_FAILURE_TO_WARN,doctrine,WARNING_OR_INSTRUCTION_DEFECT,US_GENERIC,US_generic,en,inadequate warning,literal,source_exact,low,1,0,US_WEX_PRODUCT,marketing defect,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0108,US_FAILURE_TO_WARN,doctrine,WARNING_OR_INSTRUCTION_DEFECT,US_GENERIC,US_generic,en,marketing defect,literal,source_exact,low,1,0,US_WEX_PRODUCT,marketing defect,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0109,US_FAILURE_TO_WARN,doctrine,WARNING_OR_INSTRUCTION_DEFECT,US_GENERIC,US_generic,ko,경고의무 위반,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,marketing defect,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0110,US_CONSUMER_EXPECTATION_TEST,doctrine,PRODUCT_SAFETY_EXPECTATION,US_GENERIC,US_generic,en,consumer expectation standard,literal,source_exact,low,1,1,US_WEX_PRODUCT,consumer expectation standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0111,US_CONSUMER_EXPECTATION_TEST,doctrine,PRODUCT_SAFETY_EXPECTATION,US_GENERIC,US_generic,en,consumer expectation test,literal,source_variant,low,1,1,US_WEX_PRODUCT,consumer expectation standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0112,US_CONSUMER_EXPECTATION_TEST,doctrine,PRODUCT_SAFETY_EXPECTATION,US_GENERIC,US_generic,ko,소비자 기대 기준,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,consumer expectation standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0113,US_RISK_UTILITY_TEST,doctrine,PRODUCT_RISK_UTILITY,US_GENERIC,US_generic,en,risk-utility standard,literal,source_exact,low,1,1,US_WEX_PRODUCT,risk-utility standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0114,US_RISK_UTILITY_TEST,doctrine,PRODUCT_RISK_UTILITY,US_GENERIC,US_generic,en,risk-utility test,literal,source_variant,low,1,1,US_WEX_PRODUCT,risk-utility standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,,0.1.1
S0115,US_RISK_UTILITY_TEST,doctrine,PRODUCT_RISK_UTILITY,US_GENERIC,US_generic,ko,위험-효용 기준,literal,researcher_translation_candidate,low,0,0,US_WEX_PRODUCT,risk-utility standard,https://www.law.cornell.edu/wex/product_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0116,US_ABNORMALLY_DANGEROUS_ACTIVITY,doctrine,STRICT_LIABILITY,US_GENERIC,US_generic,en,abnormally dangerous activities,literal,source_exact,low,1,1,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,,0.1.1
S0117,US_ABNORMALLY_DANGEROUS_ACTIVITY,doctrine,STRICT_LIABILITY,US_GENERIC,US_generic,en,abnormally dangerous activity,literal,source_variant,low,1,1,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,,0.1.1
S0118,US_ABNORMALLY_DANGEROUS_ACTIVITY,doctrine,STRICT_LIABILITY,US_GENERIC,US_generic,ko,비정상적으로 위험한 활동,literal,researcher_translation_candidate,low,0,0,US_WEX_STRICT,Tort Law section,https://www.law.cornell.edu/wex/strict_liability,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0119,KR_COMPENSATION_FOR_DAMAGES,remedy,COMPENSATORY_RELIEF,KR,shared,ko,손해배상,literal,source_exact,high,0,0,KR_CIVIL_ACT,Arts. 750-752,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0120,KR_COMPENSATION_FOR_DAMAGES,remedy,COMPENSATORY_RELIEF,KR,shared,en,compensation for damages,literal,official_translation,low,1,0,KR_CIVIL_ACT,Arts. 750-752,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0121,KR_NON_ECONOMIC_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,ko,비재산적 손해,literal,source_variant,low,1,0,KR_CIVIL_ACT,Art. 751,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0122,KR_NON_ECONOMIC_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,en,non-economic damages,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 751,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0123,KR_MENTAL_ANGUISH,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,ko,정신적 고통,literal,source_exact,low,1,0,KR_CIVIL_ACT,Art. 751,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0124,KR_MENTAL_ANGUISH,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,ko,정신적 손해,literal,source_variant,low,1,0,KR_CIVIL_ACT,Art. 751,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0125,KR_MENTAL_ANGUISH,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,en,mental anguish,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 751,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0126,KR_CONSOLATION_MONEY,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,ko,위자료,literal,source_exact,low,1,0,KR_CIVIL_ACT,Art. 752,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0127,KR_CONSOLATION_MONEY,remedy,NON_ECONOMIC_DAMAGES,KR,KR_specific,en,consolation money,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 752,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0128,KR_PERIODICAL_COMPENSATION,remedy,PERIODIC_DAMAGES,KR,KR_specific,ko,정기금 배상,literal,source_variant,low,1,0,KR_CIVIL_ACT,Art. 751(2),https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0129,KR_PERIODICAL_COMPENSATION,remedy,PERIODIC_DAMAGES,KR,KR_specific,en,periodical payments,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 751(2),https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0130,KR_LOST_INCOME,remedy,LOST_EARNINGS,KR,KR_specific,ko,일실수입,literal,source_exact,low,1,0,KR_SC_DAMAGES_2022,press release,https://www.scourt.go.kr/supreme/news/NewsViewAction2.work?gubun=702&searchOption=&searchWord=&seqnum=1213,needs_dev_validation,,0.1.1
S0131,KR_LOST_INCOME,remedy,LOST_EARNINGS,KR,KR_specific,en,lost income,literal,researcher_translation_candidate,low,0,0,KR_SC_DAMAGES_2022,press release,https://www.scourt.go.kr/supreme/news/NewsViewAction2.work?gubun=702&searchOption=&searchWord=&seqnum=1213,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0132,KR_LOST_PROFITS,remedy,LOST_PROFITS,KR,KR_specific,ko,일실이익,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0133,KR_LOST_PROFITS,remedy,LOST_PROFITS,KR,KR_specific,en,lost profits,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0134,KR_MEDICAL_EXPENSES,remedy,MEDICAL_EXPENSES,KR,shared,ko,치료비,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0135,KR_MEDICAL_EXPENSES,remedy,MEDICAL_EXPENSES,KR,shared,en,medical expenses,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0136,KR_FUTURE_MEDICAL_EXPENSES,remedy,FUTURE_MEDICAL_EXPENSES,KR,shared,ko,향후치료비,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0137,KR_FUTURE_MEDICAL_EXPENSES,remedy,FUTURE_MEDICAL_EXPENSES,KR,shared,ko,향후 치료비,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0138,KR_FUTURE_MEDICAL_EXPENSES,remedy,FUTURE_MEDICAL_EXPENSES,KR,shared,en,future medical expenses,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0139,KR_CARE_EXPENSES,remedy,CARE_EXPENSES,KR,KR_specific,ko,개호비,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0140,KR_CARE_EXPENSES,remedy,CARE_EXPENSES,KR,KR_specific,en,care expenses,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0141,KR_FUNERAL_EXPENSES,remedy,FUNERAL_EXPENSES,KR,shared,ko,장례비,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0142,KR_FUNERAL_EXPENSES,remedy,FUNERAL_EXPENSES,KR,shared,en,funeral expenses,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0143,KR_PROPERTY_DAMAGE,remedy,PROPERTY_DAMAGE,KR,shared,ko,재산상 손해,literal,source_variant,low,1,0,KR_CIVIL_ACT,Art. 750,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0144,KR_PROPERTY_DAMAGE,remedy,PROPERTY_DAMAGE,KR,shared,en,property damage,literal,researcher_translation_candidate,low,0,0,KR_CIVIL_ACT,Art. 750,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0145,KR_TREBLE_PRODUCT_DAMAGES,remedy,ENHANCED_DAMAGES,KR,KR_specific,ko,3배 이내,literal,source_variant,low,1,0,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),https://elaw.klri.re.kr/kor_service/lawViewMultiContent.do?hseq=43265,needs_dev_validation,,0.1.1
S0146,KR_TREBLE_PRODUCT_DAMAGES,remedy,ENHANCED_DAMAGES,KR,KR_specific,ko,세 배,literal,source_variant,low,1,0,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),https://elaw.klri.re.kr/kor_service/lawViewMultiContent.do?hseq=43265,needs_dev_validation,,0.1.1
S0147,KR_TREBLE_PRODUCT_DAMAGES,remedy,ENHANCED_DAMAGES,KR,KR_specific,en,up to three times the damage,literal,official_translation,low,1,0,KR_PRODUCT_LIABILITY_ACT,Art. 3(2),https://elaw.klri.re.kr/kor_service/lawViewMultiContent.do?hseq=43265,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0148,KR_REPUTATION_RESTORATION,remedy,EQUITABLE_REMEDY,KR,KR_specific,ko,명예회복에 적당한 처분,literal,source_exact,low,1,0,KR_CIVIL_ACT,Art. 764,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0149,KR_REPUTATION_RESTORATION,remedy,EQUITABLE_REMEDY,KR,KR_specific,en,measures appropriate for repairing the injured party's reputation,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 764,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0150,KR_REDUCTION_COMPENSATION_AMOUNT,remedy,DAMAGES_REDUCTION,KR,KR_specific,ko,배상액의 감액,literal,source_exact,low,1,0,KR_CIVIL_ACT,Art. 765,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0151,KR_REDUCTION_COMPENSATION_AMOUNT,remedy,DAMAGES_REDUCTION,KR,KR_specific,ko,손해배상액 감액,literal,source_variant,low,1,0,KR_CIVIL_ACT,Art. 765,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,,0.1.1
S0152,KR_REDUCTION_COMPENSATION_AMOUNT,remedy,DAMAGES_REDUCTION,KR,KR_specific,en,reduction in compensation amount,literal,official_translation,low,1,0,KR_CIVIL_ACT,Art. 765,https://elaw.klri.re.kr/eng_service/lawViewContent.do?hseq=61788,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0153,US_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,shared,en,damages,literal,source_exact,high,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0154,US_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,shared,ko,손해배상,literal,researcher_translation_candidate,high,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0155,US_COMPENSATORY_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,US_generic,en,compensatory damages,literal,source_exact,low,1,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,,0.1.1
S0156,US_COMPENSATORY_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,US_generic,ko,전보적 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0157,US_COMPENSATORY_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,US_generic,ko,보상적 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0158,US_ACTUAL_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,US_generic,en,actual damages,literal,source_exact,low,1,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,,0.1.1
S0159,US_ACTUAL_DAMAGES,remedy,COMPENSATORY_RELIEF,US_GENERIC,US_generic,ko,실제 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0160,US_ECONOMIC_DAMAGES,remedy,ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,economic damages,literal,corpus_candidate,low,1,0,DEV_CORPUS,to validate,,needs_dev_validation,Surface form retained as a candidate; verify in held-out U.S. development judgments.,0.1.1
S0161,US_ECONOMIC_DAMAGES,remedy,ECONOMIC_DAMAGES,US_GENERIC,US_generic,ko,경제적 손해,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0162,US_NONECONOMIC_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,noneconomic damages,literal,source_variant,low,1,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0163,US_NONECONOMIC_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,non-economic damages,literal,source_variant,low,1,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0164,US_NONECONOMIC_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,ko,비경제적 손해,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0165,US_PUNITIVE_DAMAGES,remedy,PUNITIVE_DAMAGES,US_GENERIC,US_generic,en,punitive damages,literal,source_exact,low,1,0,US_WEX_PUNITIVE,entry,https://www.law.cornell.edu/wex/punitive_damages,needs_dev_validation,,0.1.1
S0166,US_PUNITIVE_DAMAGES,remedy,PUNITIVE_DAMAGES,US_GENERIC,US_generic,ko,징벌적 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_PUNITIVE,entry,https://www.law.cornell.edu/wex/punitive_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0167,US_EXEMPLARY_DAMAGES,remedy,PUNITIVE_DAMAGES,US_GENERIC,US_generic,en,exemplary damages,literal,source_variant,low,1,0,US_WEX_PUNITIVE,synonym candidate,https://www.law.cornell.edu/wex/punitive_damages,needs_dev_validation,,0.1.1
S0168,US_EXEMPLARY_DAMAGES,remedy,PUNITIVE_DAMAGES,US_GENERIC,US_generic,ko,징벌적 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_PUNITIVE,synonym candidate,https://www.law.cornell.edu/wex/punitive_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0169,US_NOMINAL_DAMAGES,remedy,NOMINAL_DAMAGES,US_GENERIC,US_generic,en,nominal damages,literal,source_exact,low,1,0,US_WEX_NOMINAL,entry,https://www.law.cornell.edu/wex/nominal_damages,needs_dev_validation,,0.1.1
S0170,US_NOMINAL_DAMAGES,remedy,NOMINAL_DAMAGES,US_GENERIC,US_generic,ko,명목상 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_NOMINAL,entry,https://www.law.cornell.edu/wex/nominal_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0171,US_MEDICAL_EXPENSES,remedy,MEDICAL_EXPENSES,US_GENERIC,shared,en,medical expenses,literal,source_variant,low,1,0,US_WEX_DAMAGES,related medical-care loss terminology; exact 'medical expenses' requires dev validation,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Not treated as an exact Wex quotation; validate surface form in the development corpus.,0.1.1
S0172,US_MEDICAL_EXPENSES,remedy,MEDICAL_EXPENSES,US_GENERIC,shared,ko,치료비,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0173,US_MEDICAL_EXPENSES,remedy,MEDICAL_EXPENSES,US_GENERIC,shared,ko,의료비,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0174,US_FUTURE_MEDICAL_EXPENSES,remedy,FUTURE_MEDICAL_EXPENSES,US_GENERIC,shared,en,future medical expenses,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0175,US_FUTURE_MEDICAL_EXPENSES,remedy,FUTURE_MEDICAL_EXPENSES,US_GENERIC,shared,ko,향후 치료비,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0176,US_PROPERTY_DAMAGE,remedy,PROPERTY_DAMAGE,US_GENERIC,shared,en,property damage,literal,source_exact,low,1,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
