case_id,source_grounding_status,mandatory_factual_sufficiency_status,fact_unit_coverage_status,translation_equivalence_status,language_sanity_status,language_sanity_detail,placeholder_equivalence_status,placeholder_detail,duplicate_sentence_status,duplicate_sentence_detail,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,leakage_detail,numerical_unit_status,number_detail,deterministic_issues,deterministic_review_issues,deterministic_pass,semantic_qc_status,semantic_issues,manual_review_required,final_pass,numerical_unit_deterministic_status,numerical_unit_resolution
KR_f3fe352a4c02d16f80,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":211,""reason"":null,""status"":""pass""},""ko"":{""hangul"":80,""latin"":7,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[PERSON_A]""],""ko"":[""[PERSON_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{},""target"":{}}",[],[],True,pass,[],False,True,pass,deterministic
KR_f5a5d762462130dccb,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":3899,""reason"":null,""status"":""pass""},""ko"":{""hangul"":1087,""latin"":299,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[ORGANIZATION_C]""],""ko"":[""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[ORGANIZATION_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""15"":1,""1903"":1,""1967"":1,""2"":3,""2003"":2,""2004"":5,""2005"":2,""2006"":2,""2007"":1,""21"":1,""22"":1,""26"":1,""3"":1,""5"":3,""6"":1,""83"":1},""target"":{""15"":1,""1903"":1,""1967"":1,""2"":3,""2003"":2,""2004"":5,""2005"":2,""2006"":2,""2007"":1,""21"":1,""22"":1,""26"":1,""3"":1,""5"":3,""6"":1,""83"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_f8eefffc009c58124b,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":597,""reason"":null,""status"":""pass""},""ko"":{""hangul"":164,""latin"":210,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[CURRENCY_AMOUNT_C]"",""[CURRENCY_AMOUNT_D]"",""[CURRENCY_AMOUNT_E]"",""[ORGANIZATION_A]"",""[VEHICLE_A]"",""[VEHICLE_B]"",""[VEHICLE_C]""],""ko"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[CURRENCY_AMOUNT_C]"",""[CURRENCY_AMOUNT_D]"",""[CURRENCY_AMOUNT_E]"",""[ORGANIZATION_A]"",""[VEHICLE_A]"",""[VEHICLE_B]"",""[VEHICLE_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""2019"":1},""target"":{""1"":2,""2019"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_f92051e8c5598d8ccc,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1612,""reason"":null,""status"":""pass""},""ko"":{""hangul"":396,""latin"":279,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""10"":1,""16"":1,""1996"":2,""29"":1,""30"":1,""7"":2},""target"":{""00"":2,""1"":2,""10"":1,""16"":1,""1996"":2,""29"":1,""30"":1,""7"":2}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_fade97268b1abdcfa2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1049,""reason"":null,""status"":""pass""},""ko"":{""hangul"":287,""latin"":115,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1995"":2,""42"":1},""target"":{""1995"":2,""42"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_fdfefa335ed21439c0,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1660,""reason"":null,""status"":""pass""},""ko"":{""hangul"":509,""latin"":266,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PERSON_H]""],""ko"":[""[INSTITUTION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PERSON_H]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""00"":2,""07"":1,""08"":1,""09"":2,""11"":4,""13"":1,""18"":1,""19"":1,""1998"":3,""2"":1,""20"":1,""22"":1,""25"":2,""26"":1,""30"":1,""35"":1,""36"":1,""40"":1,""50"":3,""6"":1},""target"":{""00"":2,""07"":1,""08"":1,""09"":2,""1"":2,""11"":4,""13"":1,""18"":1,""19"":1,""1998"":3,""20"":1,""22"":1,""25"":2,""26"":1,""30"":1,""35"":1,""36"":1,""40"":1,""50"":3,""6"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_00df5ba88ee9d43fd5,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":896,""reason"":null,""status"":""pass""},""ko"":{""hangul"":391,""latin"":32,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""2004"":2,""3"":1,""6"":1,""7"":1,""8"":1},""target"":{""2"":1,""2004"":2,""6"":1,""7"":1,""8"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_03aa3f07d9d0e5332a,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1454,""reason"":null,""status"":""pass""},""ko"":{""hangul"":495,""latin"":235,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1.22"":1,""10"":1,""1987"":1,""1999"":1,""25"":1,""3.35"":1,""6"":1},""target"":{""1.22"":1,""10"":1,""1987"":1,""1999"":1,""25"":1,""3.35"":1,""6"":1}}",[],[],True,pass,[],False,True,pass,deterministic
US_04cf5031ab373b2ef6,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":817,""reason"":null,""status"":""pass""},""ko"":{""hangul"":302,""latin"":187,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""2"":1},""target"":{}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_061c987e5f6b8cf2e8,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1911,""reason"":null,""status"":""pass""},""ko"":{""hangul"":691,""latin"":446,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""12"":1,""16"":1,""17"":1,""1989"":1,""1992"":7,""27"":1,""3"":1,""5"":1,""6"":3,""7"":2,""9"":1},""target"":{""12"":1,""16"":1,""17"":1,""1989"":1,""1992"":7,""27"":1,""3"":1,""5"":1,""6"":3,""7"":2,""9"":1}}",[],[],True,pass,[],False,True,pass,deterministic
US_0852f7949bcaa2bb53,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1288,""reason"":null,""status"":""pass""},""ko"":{""hangul"":471,""latin"":244,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""ko"":[""[COMPANY_A]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":1,""17"":1,""1995"":1,""3"":1,""5"":2},""target"":{""10"":1,""15"":1,""17"":1,""1995"":1,""3"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_0b0596e3f457282cc2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1269,""reason"":null,""status"":""pass""},""ko"":{""hangul"":472,""latin"":167,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":1,""12"":1,""2"":2,""2000"":4,""21"":1,""23"":1,""30,000"":1,""33,084"":1,""45,000"":1,""8"":2},""target"":{""10"":1,""12"":1,""2"":1,""2000"":4,""21"":1,""23"":1,""30,000"":1,""33,084"":1,""45,000"":1,""8"":2}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_0cb53a4c10c6b8a81c,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":613,""reason"":null,""status"":""pass""},""ko"":{""hangul"":232,""latin"":121,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_D]"",""[PRODUCT_A]"",""[PRODUCT_B]""],""ko"":[""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_D]"",""[PRODUCT_A]"",""[PRODUCT_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""1,049"":1,""10"":2,""12"":1,""2017"":1,""58"":1},""target"":{""1"":1,""1,049"":1,""10"":2,""12"":1,""2017"":1,""58"":1}}",[],[],True,pass,[],False,True,pass,deterministic
US_0cdf24e76568435f05,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":717,""reason"":null,""status"":""pass""},""ko"":{""hangul"":243,""latin"":82,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{},""target"":{""15"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
US_0eaf2fe14baa5be05e,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1254,""reason"":null,""status"":""pass""},""ko"":{""hangul"":461,""latin"":179,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""1991"":1,""26"":1},""target"":{""1"":1,""1991"":1,""26"":1}}",[],[],True,pass,[],False,True,pass,deterministic
US_0ed0e9c92a0a12ceca,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1374,""reason"":null,""status"":""pass""},""ko"":{""hangul"":513,""latin"":334,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":1,""11"":1,""2"":1,""2002"":2,""4"":2,""500"":1},""target"":{""10"":1,""11"":1,""2"":1,""2002"":2,""4"":2,""500"":1}}",[],[],True,pass,[],False,True,pass,deterministic
