case_id,origin_country,origin_state,old_primary_domain,new_primary_domain,changed,confidence,review_status,evidence_excerpt,eligible_main_corpus
US_369a2f88efd4f55df4,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Appellant, Joan P. Grove, was awarded a jury verdict of $250,000.00 in the Court of Common Pleas of Allegheny County, in a personal injury action against Appellee, Port Authority of Allegheny County.",True
US_8b84f7c77a2cc4823f,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,The complaint against the Diocesan Parties sounded in negligent retention and supervision.,True
US_cc8f60960ef40a7434,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Charles Young applied his brakes in an effort to avoid the stopped traffic, but lost control of his vehicle and struck the center median of the interstate.",True
US_8e816087051c99374d,US,Pennsylvania,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"The Yenchis' complaint, filed in November 2003, asserted claims of negligence/willful disregard,3 fraudulent misrepresentation, violation of the Uniform Trade Practices and Consumer Protection Law (""UTPCPL""), 73 P.S. §§ 201-1-201-9.3, bad faith, negligent supervision, and breach of fiduciary duty.",True
US_f6a3b4ef121a4e3b04,US,Pennsylvania,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_9cf64af04d2e95a72d,US,Pennsylvania,medical_professional_liability,,True,high,adjudicated,,False
US_2ce3ed6c0e8a324589,US,Pennsylvania,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,We granted review in this medical malpractice case,True
US_77921eca4293bb5c27,US,Pennsylvania,medical_professional_liability,product_liability,True,high,independent_agreement,"Alleging further *1040 that Frito-Lay's Doritos are unsafe and defective because they fracture into hard, sharp fragments that are capable of lacerating the esophagus when eaten, Appellees set forth claims in negligence, strict liability, and breach of warranty.",True
US_38d924f1ad3609200a,US,Pennsylvania,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,"the Regesters commenced a wrongful death and survival action against Longwood, SCCMC, and others.",True
US_5e1df8e8cc45419467,US,Pennsylvania,medical_professional_liability,,True,high,independent_agreement,,False
US_63ffb974f8488a5664,US,Pennsylvania,medical_professional_liability,other_civil_liability,True,high,independent_agreement,The case before us arose because the Tuckers claim to have been defamed by the way in which several newspapers reported on Tucker II.,True
US_fa07baffd06e422309,US,Pennsylvania,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,This case involved a routine medical malpractice case.,True
US_67cc0f02a85dfe7f69,US,Pennsylvania,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,(“DCI”) is a healthcare organization that employs nephrologists who provide dialysis and kidney care to patients.,True
US_b362543043cab0106c,US,Pennsylvania,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,"Consequently, these allegations of negligence facially concern Erie’s alleged breach of a general social duty, not a breach of any duty created by the insurance policy itself.",True
US_cd09a42ab8bc802821,US,Pennsylvania,medical_professional_liability,product_liability,True,high,independent_agreement,"Walsh’s executor commenced this wrongful death and survival action against the manufacturers of various pesticides that he had applied during his career, asserting claims in strict products liability, negligence, and breach of warranty.",True
US_47210f2421779c756f,US,Pennsylvania,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"1999, Freed was discharged to home. On December 21, 2000, Freed filed a complaint against Geisinger and HealthSouth,[2] alleging that the nursing staff of both institutions failed to meet the nursing standard of care with regard to the treatment and prevention of pressure wounds on an immobilized patient. At a jury trial over which the Honorable Charles C. Bro",True
US_2b3ba71069d1e5eab9,US,Pennsylvania,medical_professional_liability,,True,high,independent_agreement,,False
US_57290d297c1a43a6d4,US,Pennsylvania,medical_professional_liability,,True,high,independent_agreement,,False
US_acb942a605c65e06f0,US,Pennsylvania,other_civil_liability,other_civil_liability,False,high,accepted_primary,"In addition, Northwest asserted: (1) breach of contract and fiduciary duties and theft of trade secrets against its ex-employees; (2) unfair competition against First National; and (3) misappropriation of trade secrets, tortious interference with contract, and civil conspiracy against Turk and First National.",True
US_6e94c6d394acfdcdc7,US,Pennsylvania,other_civil_liability,other_civil_liability,False,high,accepted_primary,Toy alleged that Defendants undertook a marketing scheme to disguise the true nature of the Policy and misrepresent it to be a savings or investment vehicle,True
US_78f2e4c0127c877a51,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"During the party, Trent jumped off a slide and broke his leg.",True
US_5e6f9cfe4d6f03fb7f,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Analysis To establish a prima facie case of negligence, a plaintiff must prove four elements: (1) a duty owed by the defendant to the plaintiff, (2) a breach of that duty, (3) causation,[6] and (4) damages.",True
US_00f7c6571f18d3c66e,US,Michigan,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_f42baf15f4f65533de,US,Michigan,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_157a99d9bc34ad07c0,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,Nawrocki allegedly stepped on cracked and broken pavement on the surface of Kelly Road and sustained serious injuries to her right ankle,True
US_9c0d0f392a9c3505c1,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"In this premises liability case the plaintiff, Violet Moeller, was injured when she tripped over a concrete tire stop in defendant church's parking lot.",True
US_2dc42d5d55548348de,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,Ahlam Kandil-Elsayed filed a negligence action based on premises liability,True
US_624564663f55368864,US,Michigan,medical_professional_liability,,True,high,independent_agreement,,False
US_c494ba6285904ce918,US,Michigan,medical_professional_liability,,True,high,independent_agreement,,False
US_7cae584411e6f22f4b,US,Michigan,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"He argues, through his mother as next friend, that these conditions are the proximate results of defendants’ negligence in treating his mother during her labor leading to his delivery.",True
US_0abf417417190c2e89,US,Michigan,medical_professional_liability,,True,high,adjudicated,,False
US_861576769645010c57,US,Michigan,medical_professional_liability,,True,high,adjudicated,"Plaintiffs sued Dr. Custer and the hospital, alleging that the fractures were the result of negligent medical procedures",False
US_9cac14d9a55b155cd4,US,Michigan,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"He argues, through his mother as next friend, that these conditions are the proximate results of defendants' negligence in treating his mother during her labor leading to his delivery.",True
US_b473e7585c6e5638dd,US,Michigan,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"As for plaintiff's remaining claims, however, each sounds in medical malpractice.",True
US_0cdf24e76568435f05,US,Michigan,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"Plaintiffs sued Dr. Custer and the hospital, alleging that the fractures were the result of negligent medical procedures",True
US_6dff55c6853f31d0a6,US,Michigan,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,"Lesley Meyers brings this action on behalf of the estate of Samuel Corrado, claiming that defendants were negligent and committed medical malpractice in their treatment of Corrado, who died while a resident at defendant Shelby Nursing Center.",True
US_f72de5a85fdd45cf64,US,Michigan,medical_professional_liability,,True,high,independent_agreement,,False
US_36fd5aae9fa72a7fbb,US,Michigan,medical_professional_liability,,True,high,independent_agreement,We granted leave in this wrongful death medical malpractice case,False
US_71162df598a424d867,US,Michigan,medical_professional_liability,general_negligence_personal_injury,True,high,adjudicated,"Plaintiffs Judith and Joseph Kuznar sued Raksha Corporation, doing business as Crown Pharmacy (hereafter Crown Pharmacy), and its nonpharmacist employee Valerie Randall for negligence in refilling a prescription that resulted in injury to Judith.",True
US_02bde060086590cc77,US,Michigan,medical_professional_liability,,True,high,independent_agreement,alleging that Parikh erroneously advised Kelly Bowman that a growth in her breast was benign,False
US_9652590cf5c0086fbf,US,Michigan,medical_professional_liability,,True,high,independent_agreement,,False
US_f360178db4c0409aa2,US,Michigan,medical_professional_liability,,True,high,independent_agreement,,False
US_6d3421be0f42fb2f6b,US,Michigan,product_liability,product_liability,False,high,independent_agreement,In this case we consider the scope of a manufacturer’s or seller’s duty to warn of product risks under MCL 600.2948(2).,True
US_545cf69d7c7286aae7,US,Michigan,product_liability,general_negligence_personal_injury,True,high,independent_agreement,He later was injured when he fell from a utility pole on which he was working.,True
US_a072ff18b300a13dfd,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_6e861d05305c993ccb,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"plaintiffs claim, the two began fighting on the sidewalk in the rear of the school",True
US_39be177337afd8d1be,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,ATTORNEY DISCIPLINARY PROCEEDINGS,False
US_a0047ad180b5e21d95,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,DISCUSSION The plaintiffs' theory of the case is that the shoulder had a 2-4 inch depression in the asphalt which Brooks drove over while turning and which caused the backhoe to tip over.,True
US_0852f7949bcaa2bb53,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"This matter arises out of a personal injury lawsuit Harold Alex, Jr. (""Alex"") brought against Rayne Concrete Service (""Rayne Concrete"") and its insurer, Employers Mutual Casualty Company.",True
US_32ce5cc46af8c47b58,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,Plaintiffs alleged that the DOTD was negligent in failing to erect adequate warning devices at the crossing and in failing to adequately mark the crossing.,True
US_162eb334cc7d5a8b91,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_eafeabebaffbba2c82,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"We granted certiorari to resolve the narrow issue of whether the provisions of the Louisiana Comparative Fault Law, enacted by Act 431 of 1979 and effective August 1, 1980, apply to a wrongful death action commenced after the decedent's demise in November 2002, from mesothelioma allegedly contracted as a result of exposure to asbestos at various time periods from 1959 to 1974.",True
US_a83924c6ae07314b33,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_8273a9a891358bad5d,US,Louisiana,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"The three lawsuits — which alleged causes of action in negligence, negligent misrepresentation, conspiracy, fraud, breach of fiduciary duty, unfair or deceptive acts or practices, and contractual liability — were consolidated.",True
US_bf6cccdd9b8a33c4a5,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_2e67d6775a92caddee,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_b1a79acce1af757b58,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_e1da2d37a9dee8ec7b,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_18fd4288d7f32131ce,US,Louisiana,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_1042602a184dd1c50b,US,Louisiana,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Suit was filed against Sheriff Foti, as criminal sheriff of the Parish of Orleans, the City of New Orleans, and XYZ Insurance Company, alleging that Sheriff Foti was negligent in holding the juvenile at the Orleans Parish Prison and releasing him without notifying his parents.",True
US_f9417e4d262285b1c6,US,Louisiana,product_liability,product_liability,False,high,independent_agreement,the plaintiff alleged that Lakeside Toyota failed to attach a revised airbag warning label to her vehicle which would have prevented her injuries.,True
US_02cd16f932838519ba,US,Louisiana,product_liability,,True,high,independent_agreement,"Plaintiffs' allegations against Glidden were based solely on Louisiana law, specifically alleging negligence and product liability.",False
US_5fb1681d1e52f4e709,US,Louisiana,product_liability,,True,high,independent_agreement,"The plaintiffs' causes of action in the prior litigation were based upon product liability claims related to alleged defects in design, defects in material or composition, and defects as a result of failure to warn.",False
US_03aa3f07d9d0e5332a,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Davenport sued Comstock Hills, alleging that it had acted negligently by failing to design, build, and maintain a reasonably safe retaining wall and by failing to warn her of the hazard.",True
US_74c861440b330e42dc,US,Nevada,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"Richardson, in turn, brought a third-party complaint against CCSD for, among other things, indemnity, contribution, and wrongful interference with a prospective business advantage.",True
US_1bd83c629182d24617,US,Nevada,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_514a1afebc7c89ad3f,US,Nevada,general_negligence_personal_injury,,True,high,independent_agreement,"""this personal injury action""",False
US_0cb53a4c10c6b8a81c,US,Nevada,general_negligence_personal_injury,other_civil_liability,True,high,adjudicated,"James and Ann-Marie Parsons sued the gun companies in Nevada state court, alleging (1) wrongful death caused by the companies' knowing violation of 18 U.S.C. § 922(b)(4) (2019)",True
US_286292f7d56c91120b,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Raymond’s wife Elizabeth, individually and as the representative of her husband’s estate, as well as her son and two daughters (collectively, the Yeghiazarian family), filed a complaint against LVMPD and Officer Wicks (collectively, LVMPD) alleging negligence resulting in Raymond’s death.",True
US_bb44001945931d8610,US,Nevada,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"Medical monitoring is a novel, non-traditional tort and remedy.",True
US_af3a72d6a4fbf2544a,US,Nevada,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,Sarah's father was fatally assaulted in a Wal-Mart parking lot.,True
US_c2f1eaa3640f0a9bbf,US,Nevada,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_0bdc6cb112770284df,US,Nevada,general_negligence_personal_injury,,True,high,independent_agreement,"In this appeal from the district court's take- nothing judgment, we consider whether an injured party like appellant may assert NRS 485.3091, 1 Nevada's absolute-liability statute, in order to sue the tortfeasor's insurer after obtaining a judgment against the tortfeasor, and whether an injured party can pursue a bad faith claim against the insurer.",False
US_193c9ad26072b674b4,US,Nevada,product_liability,product_liability,False,high,independent_agreement,Appellants' primary contention centers on the district court's failure to adopt appellants' proffered instructions on their theory of liability; that warnings concerning the risk of carbon monoxide migration secondary to use of the boat's air conditioning system were inadequate.,True
US_b160a9deca3c2a648b,US,Nevada,product_liability,general_negligence_personal_injury,True,high,independent_agreement,Seput sued Dr. Lacayo for negligent maintenance of the premises and failure to warn or maintain adequate safeguards.,True
US_9f4d3cca3bba16c059,US,Nevada,product_liability,,True,high,independent_agreement,,False
US_bfd06f8cb32e6978f3,US,Nevada,product_liability,,True,high,independent_agreement,"On appeal, the only claim remaining before us is the products liability claim, which is a strict liability claim.",False
US_afc0614636d20e04b8,US,Nevada,other_civil_liability,other_civil_liability,False,high,accepted_primary,"The estate of Elfreda Gardner (""the Estate"") obtained a favorable jury verdict against Dean Witter Reynolds, Inc. and Warren House, a stockbroker and senior vice president of Dean Witter, based upon a theory of conspiracy to commit conversion of securities.",True
US_f2201634a8e19da0c7,US,Nevada,other_civil_liability,other_civil_liability,False,high,accepted_primary,"Yount sued Criswell, Radovan, CR Cal Neva, Criswell Radovan, LLC, the Cal Neva Lodge, LLC, Marriner and his real estate company, and others for breach of contract, breach of fiduciary duty, fraud, negligence, conversion, and securities fraud.",True
US_911c57466fa2dd122c,US,West Virginia,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_bdeec2edbb47432c64,US,West Virginia,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_e0f4e43491c639af90,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,the viable wrongful death/negligence theory,True
US_e7bd006a7ac2277175,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,False,high,adjudicated,asserting causes of action for negligence and breach of contract based on Mr. Hayes’ alleged negligence in completing the elevation certificate.,True
US_ace4efc8607c66874a,US,West Virginia,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_5786f3c28c6014a17f,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Smith”) was injured when his vehicle collided with a truck owned by Modular, operated by Billy Joe McLaughlin (hereinafter “Mr.",True
US_15e86d45f19b975195,US,West Virginia,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,The complaint alleged the following causes of action: (1) fraud; (2) “constitutional tort and statutory violations”; (3) child concealment; and (4) outrage/intentional infliction of emotional distress.,True
US_4ee87caff5124d4003,US,West Virginia,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_667a9b663657012cdc,US,West Virginia,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"The Explorer collided into a Ford Escape driven by Lisa McCormick, who died in the collision.",True
US_07482ca42c075096bb,US,West Virginia,general_negligence_personal_injury,,True,high,independent_agreement,,False
US_0ed0e9c92a0a12ceca,US,West Virginia,product_liability,other_civil_liability,True,high,independent_agreement,we are asked to review a summary judgment order dismissing a negligent spoliation lawsuit against an insurance company.,True
US_4e8bd43839d97e3e1f,US,West Virginia,product_liability,,True,high,independent_agreement,,False
US_ecb5bb62f940e7f86f,US,West Virginia,product_liability,product_liability,False,high,independent_agreement,"The claim filed against the Appellees was premised upon the theories of negligence, failure to warn, breach of warranty, and strict liability.",True
US_cf1fe4f8bf2f7fa43b,US,West Virginia,other_civil_liability,other_civil_liability,False,high,accepted_primary,the tort of criminal conversation,True
