case_id,source_grounding_status,mandatory_factual_sufficiency_status,fact_unit_coverage_status,translation_equivalence_status,language_sanity_status,language_sanity_detail,placeholder_equivalence_status,placeholder_detail,duplicate_sentence_status,duplicate_sentence_detail,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,leakage_detail,numerical_unit_status,number_detail,deterministic_issues,deterministic_review_issues,deterministic_pass,semantic_qc_status,semantic_issues,manual_review_required,final_pass
KR_fade97268b1abdcfa2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1167,""reason"":null,""status"":""pass""},""ko"":{""hangul"":328,""latin"":123,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1995"":2,""42"":1},""target"":{""1995"":2,""42"":1}}",[],[],True,review,"[""The final text retains litigation posture and an attributed claim (the defendants' claim), which should not appear in a neutral-fact record.""]",False,False
KR_fdfefa335ed21439c0,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1660,""reason"":null,""status"":""pass""},""ko"":{""hangul"":509,""latin"":266,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PERSON_H]""],""ko"":[""[INSTITUTION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PERSON_H]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""00"":2,""07"":1,""08"":1,""09"":2,""11"":4,""13"":1,""18"":1,""19"":1,""1998"":3,""2"":1,""20"":1,""22"":1,""25"":2,""26"":1,""30"":1,""35"":1,""36"":1,""40"":1,""50"":3,""6"":1},""target"":{""00"":2,""07"":1,""08"":1,""09"":2,""1"":2,""11"":4,""13"":1,""18"":1,""19"":1,""1998"":3,""20"":1,""22"":1,""25"":2,""26"":1,""30"":1,""35"":1,""36"":1,""40"":1,""50"":3,""6"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_00df5ba88ee9d43fd5,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":896,""reason"":null,""status"":""pass""},""ko"":{""hangul"":391,""latin"":32,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""2004"":2,""3"":1,""6"":1,""7"":1,""8"":1},""target"":{""2"":1,""2004"":2,""6"":1,""7"":1,""8"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_03aa3f07d9d0e5332a,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1636,""reason"":null,""status"":""pass""},""ko"":{""hangul"":551,""latin"":256,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1.22"":1,""10"":1,""1987"":1,""1999"":1,""25"":1,""3.35"":1,""6"":1},""target"":{""1.22"":1,""10"":1,""1987"":1,""1999"":1,""25"":1,""3.35"":1,""6"":1}}",[],[],True,review,"[""The final factual content duplicates the fall and resulting fractures in both languages, reducing concision and creating a repeated account of the same event.""]",False,False
US_04cf5031ab373b2ef6,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":817,""reason"":null,""status"":""pass""},""ko"":{""hangul"":302,""latin"":187,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""2"":1},""target"":{}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_061c987e5f6b8cf2e8,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1911,""reason"":null,""status"":""pass""},""ko"":{""hangul"":691,""latin"":446,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""12"":1,""16"":1,""17"":1,""1989"":1,""1992"":7,""27"":1,""3"":1,""5"":1,""6"":3,""7"":2,""9"":1},""target"":{""12"":1,""16"":1,""17"":1,""1989"":1,""1992"":7,""27"":1,""3"":1,""5"":1,""6"":3,""7"":2,""9"":1}}",[],[],True,pass,[],False,True
US_0852f7949bcaa2bb53,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1288,""reason"":null,""status"":""pass""},""ko"":{""hangul"":471,""latin"":244,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""ko"":[""[COMPANY_A]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""10"":1,""17"":1,""1995"":1,""3"":1,""5"":2},""target"":{""10"":1,""15"":1,""17"":1,""1995"":1,""3"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_0b0596e3f457282cc2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1269,""reason"":null,""status"":""pass""},""ko"":{""hangul"":472,""latin"":167,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""10"":1,""12"":1,""2"":2,""2000"":4,""21"":1,""23"":1,""30,000"":1,""33,084"":1,""45,000"":1,""8"":2},""target"":{""10"":1,""12"":1,""2"":1,""2000"":4,""21"":1,""23"":1,""30,000"":1,""33,084"":1,""45,000"":1,""8"":2}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_0cb53a4c10c6b8a81c,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":693,""reason"":null,""status"":""pass""},""ko"":{""hangul"":279,""latin"":161,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PRODUCT_A]"",""[PRODUCT_B]""],""ko"":[""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PRODUCT_A]"",""[PRODUCT_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""1,049"":1,""10"":2,""12"":1,""2017"":1,""58"":1},""target"":{""1"":1,""1,049"":1,""10"":2,""12"":1,""2017"":1,""58"":1}}",[],[],True,review,"[""The Korean text introduces the unsupported substantive allegation of negligent entrustment (\""부주의한 위탁\""), creating a cross-language and source-grounding mismatch."",""Both language versions retain litigation posture: the filing of the lawsuit and the complaint's allegations. These are procedural/legal framing rather than the underlying real-world events.""]",False,False
US_0cdf24e76568435f05,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":717,""reason"":null,""status"":""pass""},""ko"":{""hangul"":243,""latin"":82,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{},""target"":{""15"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_0eaf2fe14baa5be05e,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1429,""reason"":null,""status"":""pass""},""ko"":{""hangul"":521,""latin"":193,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""1991"":1,""26"":1},""target"":{""1"":1,""1991"":1,""26"":1}}",[],[],True,review,"[""The final text retains a court-related dissenting view and its associated legal/causation conclusion, rather than limiting the record to neutral, independently verifiable facts.""]",False,False
US_0ed0e9c92a0a12ceca,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1557,""reason"":null,""status"":""pass""},""ko"":{""hangul"":668,""latin"":430,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""10"":1,""11"":1,""2"":1,""2002"":2,""4"":2,""500"":1},""target"":{""10"":1,""11"":1,""19"":1,""2"":1,""2001"":1,""2002"":2,""4"":3,""500"":1,""9"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The Korean final contains unsupported substantive facts about a 2001 lawsuit, a death, and a similar product-liability theory."",""The Korean final contains an unsupported assertion that [PERSON_A] and [PERSON_B] notified [COMPANY_B] of their intent to sue only long after the vehicle was altered."",""The final record redundantly repeats the injury fact and substantially repeats the suspension-defect allegation.""]",False,False
US_1042602a184dd1c50b,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1660,""reason"":null,""status"":""pass""},""ko"":{""hangul"":550,""latin"":320,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""ko"":[""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":1,""12"":7,""1996"":3,""2"":1,""20"":1,""25"":1,""3"":3,""5"":1,""6"":4},""target"":{""1"":1,""12"":7,""14"":2,""1996"":3,""20"":1,""25"":1,""3"":2,""5"":1,""6"":4}}",[],"[""numerical_unit_status""]",True,review,"[""Entity mismatch in the final Korean sentence: [PERSON_D]'s death should refer to [PERSON_A]'s death."",""The final record retains procedural/legal material: filing an action, dismissal of charges, a dissenting opinion, and a party's litigation argument.""]",False,False
US_143504a555ba2b1572,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2503,""reason"":null,""status"":""pass""},""ko"":{""hangul"":910,""latin"":288,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_JURISDICTION]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""ko"":[""[LOCATION_JURISDICTION]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":5,""11"":3,""1995"":3,""1996"":2,""1998"":1,""2"":6,""25"":2,""3"":4,""30"":2,""45"":1,""5"":3,""8"":1,""9"":1},""target"":{""1"":3,""11"":3,""1995"":3,""1996"":2,""1998"":1,""2"":4,""25"":2,""3"":3,""30"":2,""45"":1,""5"":2,""8"":1,""9"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_157a99d9bc34ad07c0,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1355,""reason"":null,""status"":""pass""},""ko"":{""hangul"":469,""latin"":189,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[LOCATION_B]"",""[LOCATION_C]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_C]""],""ko"":[""[LOCATION_A]"",""[LOCATION_B]"",""[LOCATION_C]"",""[ORGANIZATION_B]"",""[PERSON_A]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""18"":1,""1992"":1,""1993"":1,""28"":1,""4"":1,""5"":2,""88.5"":1},""target"":{""18"":1,""1992"":1,""1993"":1,""28"":1,""5"":2,""88.5"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The final record redundantly repeats the same collision event, creating duplicated factual content.""]",False,False
US_15e86d45f19b975195,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2388,""reason"":null,""status"":""pass""},""ko"":{""hangul"":759,""latin"":633,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_F]""],""ko"":[""[INSTITUTION_A]"",""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_F]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""12"":1,""2010"":2,""2012"":1,""3"":1,""4"":1,""8"":1},""target"":{""12"":1,""2010"":2,""2012"":1,""3"":1,""8"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
