case_id,case_family_id,origin_country,origin_state,court_name,court_level,decision_date,case_number_or_citation,primary_domain,liability_theories,domain_review_status,domain_evidence,source_case_id,lower_court_supplemented,neutral_fact_source_language,neutral_fact_ko_chars,neutral_fact_en_chars,source_grounding_status,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,language_sanity_status,duplicate_sentence_status,text_review_provenance,replacement_status,replacement_reason,analysis_split,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
KR_8954cbe1140427b3ef,FAM_a7410d71219039ef,KR,,대법원,supreme,2003-09-05,2002다17333,product_liability,"[""product design defect"", ""product manufacturing defect"", ""failure to warn/instruct"", ""negligence-based product liability""]",independent_agreement,"[""일반적으로 제조물을 만들어 판매하는 자는 제조물의 구조, 품질, 성능 등에 있어서 현재의 기술 수준과 경제성 등에 비추어 기대가능한 범위 내의 안전성을 갖춘 제품을 제조하여야 하고"", ""그와 같은 결함 중 주로 제조자가 합리적인 대체설계를 채용하였더라면 피해나 위험을 줄이거나 피할 수 있었음에도 대체설계를 채용하지 아니하여 제조물이 안전하지 못하게 된 경우를 말하는 소위 설계상의 결함"", ""제조상 내지 설계상의 결함이 인정되지 아니하는 경우라 할지라도, 제조업자 등이 합리적인 설명, 지시, 경고 기타의 표시를 하였더라면 당해 제조물에 의하여 발생될 수 있는 피해나 위험을 줄이거나 피할 수 있었음에도 이를 하지 아니한 때에는 그와 같은 표시상의 결함(지시·경고상의 결함)에 대하여도 불법행위로 인한 책임이 인정될 수 있고""]",197613,False,ko,849,1843,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,7916e310368f67cd5d547f1603e395b7f24683eed6fb61785622abc71afbb3ca,0c7a95cfb58b12f67cb3fb48746b1aebfd2a9d5aeedd19c3f4aca79fe9218295,0c7a95cfb58b12f67cb3fb48746b1aebfd2a9d5aeedd19c3f4aca79fe9218295,5e188a1c3b44d8c75f4a077d64d64702f9f2d730456015d9e10b723d70f542da
KR_8a49a0389073fce149,FAM_d8e6a7ac96475346,KR,,대법원,supreme,2004-10-27,2004다7040,other_civil_liability,"[""해상운송인의 운송물 손상에 대한 손해배상책임"", ""선박임차인의 선장의 직무 범위 내 손해에 대한 상법상 책임"", ""실제운송인의 과실에 따른 불법행위 손해배상책임""]",accepted_primary,"[""선박임차인은 재용선자인 제3자에 대하여 상법 제806조에 의한 책임, 즉 자신의 지휘·감독 아래에 있는 선장의 직무에 속한 범위 내에서 발생한 손해에 관하여 상법 제787조 및 제788조의 규정에 의한 책임을 진다"", ""피고가 실제운송인에 해당한다고 볼 증거가 없다는 이유로 원고의 청구를 배척한 원심은 불법행위의 성립에 관한 법리를 오해한 나머지 판결에 영향을 미친 위법을 저지른 것""]",83519,False,ko,720,1150,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,c587c83f4320336105ac7ee9543c3df232b1fcf839ef92aa1cd1043191ddcca0,0bc5ea7a0a38cc0873875fbec0cf27a40f32ea652d6317f86447bab7f7ed9da7,0bc5ea7a0a38cc0873875fbec0cf27a40f32ea652d6317f86447bab7f7ed9da7,fc76c416e14031e998af456fed15074d711354d40dfae757264df0819bb869dc
KR_908095abe4f0d6d327,FAM_7d0c4a6847d42aa9,KR,,대법원,supreme,2007-07-13,2005다23599,other_civil_liability,"[""금융기관의 주의의무 위반"", ""사용자책임"", ""상당인과관계"", ""과실상계""]",independent_agreement,"[""금융기관으로서는 금융실명거래 및 비밀보장에 관한 법률에서 정한 실명확인의무와 무관하게 위와 같은 최소한의 조치를 취함으로써 피모용자가 수령하여야 할 금원을 피모용자 명의로 임의로 개설한 은행계좌로 송금하게 하는 방법으로 금원을 편취하는 범죄행위 등에 도움을 주지 않아야 할 주의의무가 있다고 할 것이고"", ""피고 은행에 대하여 피용자의 불법행위로 인한 사용자책임을 인정"", ""소외 1의 위와 같은 주의의무 위반과 원고의 위 치료비 상당의 손해 발생과는 상당인과관계가 인정된다는 취지로 판단하였음은 정당""]",216347,False,ko,561,956,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,64cef7623f3a7cb769e4928fdb7ba7bce615d86337d2089f514e30f2593f7a16,1f8ad3527ac5e1af7b73b19032020a37b5b958788ae68771cb4b189564430fe3,1f8ad3527ac5e1af7b73b19032020a37b5b958788ae68771cb4b189564430fe3,d37504e8c2fc59f56c7057617c5cb39616dcafd9cb4a316d51f701e1003fb0d9
KR_91bd2c03cf60df4426,FAM_1f5a022cebb945c6,KR,,대법원,supreme,2022-08-11,2022다202498,other_civil_liability,"[""상가임대차법상 임대인의 권리금 회수 방해행위에 따른 손해배상책임""]",independent_agreement,"[""임대인이 상가임대차법 제10조의4 제1항에서 정한 기간에 이러한 신규 임차인이 되려는 자에게 권리금을 요구하는 등 위 제1항 각호의 어느 하나에 해당하는 행위를 함으로써 임차인이 신규 임차인으로부터 권리금을 회수하는 것을 방해한 때에는 임대인은 임차인이 입은 손해를 배상할 책임이 있다"", ""피고의 원고에 대한 ‘권리금 회수 방해행위’에 따른 손해배상책임이 성립하기 위해서는 원고가 구체적인 인적사항을 제시하면서 신규 임차인이 되려는 자를 피고에게 주선하였음에도 피고가 상가임대차법 제10조의4 제1항 각호의 어느 하나에 해당하는 행위를 하였어야 한다""]",228551,False,ko,838,1815,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,7f0634e3031cc0206283acb88ba0adac0ecd5a50295b33f612e0f857d73a47bc,a75bd0533d1259bac57e7ec4f27b465b38834182644b656bd9ac409cca40d0ac,a75bd0533d1259bac57e7ec4f27b465b38834182644b656bd9ac409cca40d0ac,2526c53c2424b80c547ca1fbd5d0b25a4aa25db49fbc63955ff8236e0783596f
KR_934df9d2f48650c256,FAM_84a3aa6428b408d4,KR,,대법원,supreme,2010-01-28,"2008다65686, 65693",general_negligence_personal_injury,"[""ordinary negligence"", ""maritime collision liability"", ""joint tortfeasor liability"", ""wrongful death"", ""personal injury damages""]",accepted_primary,"[""이 사건 충돌 사고로 ◇◇◇☆☆호가 전복되어 선장 소외 4를 비롯하여 선원 7명이 실종되어 사망하였으며, 선원 소외 6은 저산소성 뇌병증 등의 상해를 입은 채로 해양경찰에 의해 구조된 사실"", ""따라서 △△△△□□호 측의 음향신호 및 등화신호를 하지 아니한 과실도 이 사건 충돌 사고 발생의 한 원인이 되었다고 보아야 마땅하다.""]",215601,False,ko,1507,2915,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,f8c28113ba3c3dcc4a5330042fbf86f804eb0fd12a52dca5bd1588242ac78836,9a879be724640fdfdc6ab54963a4f836680522b1ac4879549fa3582f94116014,9a879be724640fdfdc6ab54963a4f836680522b1ac4879549fa3582f94116014,cd12504c7edbcd59f885c1e5a6e1390a9819ab3c5f6906200a382cd20d19120e
KR_94e863154231995db3,FAM_c03d012d536e2ffa,KR,,대법원,supreme,2001-03-23,99다33397,other_civil_liability,"[""불법행위"", ""과실상계"", ""선하증권 운송인의 손해배상책임""]",independent_agreement,"[""불법행위에 있어서 과실상계는 공평 내지 신의칙의 견지에서 손해배상액을 정함에 있어 피해자의 과실을 참작하는 것"", ""피고가 배상할 손해액을 산정함에 있어 참작하기로 하되 그 비율은 위 사실관계에 비추어 약 30% 정도로 봄이 상당하다고 판단하였다.""]",191294,False,ko,903,2161,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,e4fed387282fd8ce7e9f91e4479b56449ee0c1594d9f904b693b7e769d92207b,f8daae71cbe5e5f7c0230ac9908cf14cca6ff4a800270368041f4b81371c1dca,f8daae71cbe5e5f7c0230ac9908cf14cca6ff4a800270368041f4b81371c1dca,03174f81d460355a5e0b124eccf5a76ad2bd158ed3b4d1356b430c11cab110ac
KR_9dad33b6d6293b40f2,FAM_8459e143c402c561,KR,,대법원,supreme,2002-10-25,2002다48443,medical_professional_liability,"[""의사의 설명의무 위반"", ""자기결정권 침해에 따른 정신적 손해배상""]",independent_agreement,"[""일반적으로 의사는 환자에게 수술 등 침습을 과하는 과정 및 그 후에 나쁜 결과 발생의 개연성이 있는 의료행위를 하는 경우"", ""성형수술행위도 질병의 치료행위의 범주에 속하는 의료행위임이 분명하므로"", ""피고는 위 수술을 함에 있어서 설명의무를 위반하여 원고가 수술을 할 것인지 여부를 결정할 수 있는 권리를 침해하였다 할 것이고""]",82053,False,ko,728,1612,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"계약상 품위유지약정 위반에 따른 채무불이행 및 손해배상만을 다루는 계약 전용 사건으로, 일반 불법행위·의료과실·제품책임의 실질적 쟁점이 없다.",confirmatory,490f7b02b8675bccedef312f9afea3006ad6759c1f9ac0a43411baa321b94147,62b5c97d4a7b5509b9636a8ca750c9b18de3814374b4d7f60a28d4c2bdebbe78,62b5c97d4a7b5509b9636a8ca750c9b18de3814374b4d7f60a28d4c2bdebbe78,c6202207bffed183dae25161207674e04c80528defd0f172171af9ff9e0f9239
KR_9fa690d66617cf987e,FAM_2f4bf01546c0cae2,KR,,대법원,supreme,2002-06-28,2001다27777,other_civil_liability,"[""negligent expert appraisal"", ""causation-based damages claim""]",independent_agreement,"[""피고 2의 감정과실로 인하여 원고들이 위 서울지방법원 96가단16696호 사건에서 낮은 액수의 배상액을 인정받게 되었음을 이유로 하는 이 사건 손해배상청구"", ""민사소송절차에서 신체감정에 관한 감정인의 감정결과는 증거방법의 하나에 불과하고""]",81663,False,ko,476,1137,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,bbadb22029d0e0da0fd78d9cf4a711e43677cd056a4db8a6f7b77ffa9f578793,3b4ac452bebeaea2794474b7a8daf1693876c842acb0e96bc64809d4eddd0f4d,3b4ac452bebeaea2794474b7a8daf1693876c842acb0e96bc64809d4eddd0f4d,4a9e09528bb654e28fd6415164e96c0ee3c5821bf31dc06b687f0b9b246777f2
KR_9ff8adb69f213e129e,FAM_5e9acaaa84c0cfa6,KR,,대법원,supreme,2004-05-14,2003다38207,other_civil_liability,"[""감정평가업자의 과실에 따른 전문직 업무상 과실책임"", ""손실보상액과 실제 보상액 차액 상당의 손해배상""]",independent_agreement,"[""감정평가업자가 토지를 감정평가하는 경우에는 실지조사에 의하여 대상 물건을 확인하고"", ""감정평가를 하여야 할 주의의무가 있다 할 것이나"", ""피고들이 고의 또는 과실로 현황에 반하는 감정을 하여 원고들에게 적정한 손실보상가격과 실제 보상액의 차액 상당 손해를 가하였다는 원고들의 주장""]",83247,False,ko,944,2221,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,b33c8bedde64cc5ddc2d41360b3d9eadb8b3c258eb786ab1f54d3da708dd8506,11e5c42d2133c823b533fa73e999e29bc233e85ee737de2a4e030c5dab70c677,11e5c42d2133c823b533fa73e999e29bc233e85ee737de2a4e030c5dab70c677,c851ae19a49e53af81a43238795ec40153cbb3dcdb2c4ba445160d66c0a01030
KR_a3d84a1ae8d86e74c5,FAM_082c8d1f07b833fe,KR,,대법원,supreme,2002-11-26,2002다47181,general_negligence_personal_injury,"[""자동차손해배상보장법 제3조상 운행자책임"", ""자동차 운행에 대한 운행지배 및 지배가능성""]",accepted_primary,"[""자동차가 매매를 위하여 위탁된 경우 위탁자 등의 운행지배 유무는 그 당사자 사이의 실질적 관계를 살펴서 사회통념상 위탁자 등이 차량운행에 간섭을 하거나 지배·관리할 책무가 있는 것으로 평가할 수 있는지의 여부를 가려 결정하여야 한다"", ""피고 1과 피고 3이 이 사건 사고에 관하여 '자기를 위하여 자동차를 운행하는 자'에 해당하지 않는다고 판단한 원심의 조치는 정당하고""]",194740,False,ko,1179,1982,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,d8826639789d578336748a7d6f74ea0982cb7b7452395f2df854b3d0f10db2a5,89596ef64fa8f4e3968ac4190a7ffb08ba051d550712708aa35a028a96dff7d8,89596ef64fa8f4e3968ac4190a7ffb08ba051d550712708aa35a028a96dff7d8,1c97f8f2c70b00b2d110476820a2c72d3864b3cca018ec75511a09d42e5f4398
KR_a41002435a915c75d1,FAM_0f543a596046c46f,KR,,대법원,supreme,2012-01-27,"2009다82275, 82282",medical_professional_liability,"[""의료상 주의의무 위반"", ""의료과실로 인한 손해배상책임"", ""공동불법행위""]",independent_agreement,"[""의료행위상 주의의무 위반으로 인한 손해배상청구"", ""3다52402 판결, 대법원 2006. 10. 27. 선고 2004다2342 판결 등 참조).\n  나. 원심판결 이유 및 원심이 적법하게 채택한 증거에 의하면 다음 사실을 알 수 있다.\n  (1) 산부인과 전문의인 피고 1은 2004. 2. 18. 10:50경 소음순 비대칭 증상이 있던 망 소외 1(이하 ‘망인’이라고 한다)에게 프로포폴과 미다졸람(도미컴)으로 마취유도를 한 후 소음순 절제술을 시작하였는데, 망인이 수술 중 계속 엉덩이를 움찔하자 간호조무사인 피고 3으로 하여금 적정 투여량보다 과다한 양의 마취제를 투여하게 하였다. 그런데 10:57경 맥박산소계측기에서 경고음이 울리고 망인의 호흡이 정"", ""피고 1에게는 이 사건 마취수술 과정에서 마취제를 과다하게 투여하고 호흡관리를 제대로 하지 못하는 등의 과실이 있고""]",160207,False,ko,1177,2467,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The opinion addresses only the statute-of-limitations accrual and interruption rules for a damages claim, without deciding a substantive civil-liability merits issue.",confirmatory,1940b6993360c86209823be797769aa5f85f267a1bb4201faa84bb299ccfa783,c0985c928999abd243139c1f25c9e774803c0a9ef949e9d29f80581f8894dee7,c0985c928999abd243139c1f25c9e774803c0a9ef949e9d29f80581f8894dee7,c1cfb1235d9cf10a7a152c86461b99fc9b354bc76a7459c159a6355699012179
KR_ab2b68c40724d0aa92,FAM_9344bbd212e28b6e,KR,,대법원,supreme,2001-11-09,2001다54045,general_negligence_personal_injury,"[""공원·시설물 유지관리상 과실"", ""안전관리의무 위반에 따른 사망 손해배상책임""]",independent_agreement,"[""피고는 이 사건 사고 장소를 포함한 위 화양계곡 일대의 유지·관리자로서 망인 및 그 가족인 원고들이 이 사건 사고로 인하여 입은 손해를 배상할 책임이 있다고 판단하였다."", ""피고로서는 이러한 모든 이용 상황을 감안하여 이용객들의 물놀이 관련 안전사고를 예방하기 위해서는 '수영금지'라는 단순한 문구가 기재된 안내판 외에 이용객들에게 이 사건 사고 장소의 특이한 지형 구조와 수심을 알리고 각별한 주의를 촉구하는 내용의 경고판을 추가로 설치하는 등 안전관리를 철저히 하여 사고를 예방할 주의의무가 있음에도 불구하고 이를 게을리 한 잘못으로 인하여 망인이 사망에 이르게 되었으므로""]",191719,False,ko,800,1682,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,minimum balancing swap required for exact KR-US domain equality,confirmatory,bf8391c6537353754dfbae4c2ed4558a55b91f039ad86275f5cc71f9802a564f,79700372b92bf8ca87a8feb0a95ed05739f21f36bd667eb8375e7b68ea8cae1c,79700372b92bf8ca87a8feb0a95ed05739f21f36bd667eb8375e7b68ea8cae1c,9a5da1d930b89d7a3b39badf2df489a786f26310a34273bce8762197fdc0ac43
KR_ac6643f28f1a875a1b,FAM_54ea6fd1250341ef,KR,,대법원,supreme,2007-10-25,2005다23438,general_negligence_personal_injury,"[""국가배상책임"", ""경찰관의 직무상 과실"", ""보호의무 위반""]",accepted_primary,"[""망인이 사망에 이르게 되었으므로, 피고는 망인과 원고들이 입은 손해를 배상할 책임이 있다고 판단하였다."", ""경찰관들의 위와 같은 상황판단 미숙과 안이한 상황대처, 허술한 작전, 현장상황의 신속한 보고나 전파의 부재와 그로 인한 늦장 대응 등의 과실""]",69015,False,ko,692,1243,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,73520932b4b2626d1076574ca000e4787b6351cc3b11655a4ab507488fb6d0e4,f7e663dc0df882806be02f1f2196152e7260645523f1eee41b47b58c1bac5299,f7e663dc0df882806be02f1f2196152e7260645523f1eee41b47b58c1bac5299,f25f40ae6c6808f4d2fa7d86b3b729dcd3cdaeaafec5b8f00632fa42fdad86f3
KR_adf561060b125d6b87,FAM_4057f3fd0f627bd2,KR,,대법원,supreme,2005-08-19,2004다4942,general_negligence_personal_injury,"[""자동차사고로 인한 불법행위 손해배상"", ""신체상해 및 후유장해에 따른 재산상손해·위자료"", ""책임보험자의 피해자 직접청구""]",independent_agreement,"[""이 사건 사고로 인하여 원고들이 입은 손해에 대하여"", "".\n \n  또한 \n 민법 제750조 내지 \n 제752조에 의하면, 불법행위 피해자의 가족은 그 정신적 고통에 관한 입증을 함으로써 가해자에게 위자료의 지급을 청구할 수 있다고 할 것이고, 경험칙상 타인의 불법행위로 부당하게 신체상해를 입은 피해자의 처와 자식은 특별한 사정이 없는 한 그로 인하여 정신적 고통을 받았다고 보아야 할 것이므로, 그 경우 피해자의 처와 자식은 가해자에게 그들의 정신적 고통에 대한 위자료의 지급을 청구할 수 있다고 할 것이다(\n 대법원 1999. 4. 23. 선고 98다41377 판결 참조).\n \n  그렇다면 이 사건 사고의 직접 피해자인 원고 \n 1의 처와 자식인 위 원고"", ""위 원고가 이 사건 사고로 인한 후유장해 때문에 2000. 12. 26. 그 동안 다니던 소외 2의 대표이사직에서 퇴임하게 됨으로써 수입이 실질적으로 감소하게 된 사실""]",143404,False,ko,263,658,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"계약상 상품권 제품 제공의무 불이행에 따른 전보배상만을 다루는 계약·지급 사건으로, 실질적인 불법행위상 민사책임이나 손해배상 merits 쟁점이 아니다.",development,d7a2f70598e3fe016ca6ed3abf96050ef6c945fc4dacccf661029aa59b4cccdf,71b021e68a1c1f29ce5b9b1a92ec57392da390c0ee395efd8fd61fad21f350d9,71b021e68a1c1f29ce5b9b1a92ec57392da390c0ee395efd8fd61fad21f350d9,0d6f1e885a8d9959a91df56095f70b6c868f1978f1c10e753040f69946635e99
KR_af61f4590681c75f54,FAM_74ced5fac5880b45,KR,,대법원,supreme,2010-09-30,"2008다58794,58800,58817",other_civil_liability,"[""불법행위"", ""재산적 손해배상"", ""정신적 손해에 대한 위자료""]",independent_agreement,"[""기간임용제 대학교원에 대한 학교법인의 재임용거부결정이 재량권을 일탈·남용한 것으로 평가되어 그 사법상 효력이 부정된다고 하더라도 이것이 불법행위를 구성함을 이유로 학교법인에게 재산적 손해배상책임을 묻기 위해서는 당해 재임용거부가 학교법인의 고의 또는 과실로 인한 것이라는 점이 인정되어야 한다."", ""사립대학 교원이 위법한 재임용거부로 인하여 위와 같은 재산적 손해 외에 별도의 정신적 고통을 받았음을 이유로 위자료를 청구하기 위해서는""]",147333,False,ko,625,990,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,e1a808e522254cc6070a0a34a53dc0ba07d5f46eb1bbccc28435c5cdd2c227b5,33ecc0da93cd25b2bf7e5305f36f1aa97b74fed3365f9a2c13a57487f3eae480,33ecc0da93cd25b2bf7e5305f36f1aa97b74fed3365f9a2c13a57487f3eae480,b5868cd90ce3b428f5da44686ac2308196c7028da39ccb7d583dd0ca3be7ba7a
KR_b1623e21ca7095a358,FAM_9aa67d47042380ad,KR,,대법원,supreme,2024-07-11,2023다314022,other_civil_liability,"[""불법행위 손해배상"", ""선량한 관리자의 주의의무 위반"", ""정신적 손해(위자료)""]",independent_agreement,"[""피고는 원고들에게 불법행위로 인한 손해배상책임을 부담한다고 판단하였다."", ""피고의 행위로 인하여 원고들에게 손해가 발생하였다고 보기도 어렵다."", ""불법행위의 성립요건인 위법성 및 손해 등에 관한 법리를 오해하여""]",241021,False,ko,579,950,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,635cd7587dfdc52cc9407176ffb22ea3f80485a49f14e957ad9bb536baeacb2c,87f3bc80864cd0bdff7711407bd3b7e0ad6dd289cade59ff8105057481b483d0,87f3bc80864cd0bdff7711407bd3b7e0ad6dd289cade59ff8105057481b483d0,56281bb8a21f54684b4cefac96e781029e90782cc5c74b551f154c5118d13756
KR_b24448d722a0190549,FAM_07aec9f1fad84959,KR,,대법원,supreme,2015-09-10,2013다73957,other_civil_liability,"[""국가배상"", ""공무원의 직무상 의무 위반"", ""수사기관의 현저히 부실한 조사"", ""정신적 손해에 대한 위자료""]",independent_agreement,"[""피고 산하 군수사기관인 헌병대가 철저히 현장을 보존하고 이 사건 사고의 내용과 원인을 면밀히 조사하여 실체적 진실을 규명하여야 할 직무상 의무를 위반하였으므로, 피고는 이러한 위법행위로 인한 손해를 배상할 책임이 있다고 판단하였다."", ""피고는 원고 1, 원고 2에게 이로 인한 손해를 배상할 책임이 있고, 위 원고들의 청구에는 이로 인한 정신적 고통에 대한 손해배상을 구한다는 취지까지 포함되어 있다고 볼 수 있다.""]",179719,False,ko,1403,3190,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,d428ff170724278199fd952119d27a2ceb2b781615aa786bcd0009bfc27e4c9f,d1e233b5ac4a1f52af195334474783c7b039bf4b37ee0e19c9138fb1f659f52f,d1e233b5ac4a1f52af195334474783c7b039bf4b37ee0e19c9138fb1f659f52f,125d1ad710e2f629ce2349084a44a6a285379ca2b8d818204e964a6074903e85
KR_b7cbce3536a0f4f763,FAM_077473b0d02ff55e,KR,,대법원,supreme,2014-11-13,"2011다77313,77320",other_civil_liability,"[""공동불법행위"", ""직무발명 관련 특허권 지분의 이중양도에 따른 배임행위""]",independent_agreement,"[""Q22 합금 발명에 대한 특허를 받을 수 있는 권리"", ""Q22 합금에 대한 라이선스계약을 체결하기까지 한 사실"", ""그렇다면 원심으로서는 Q22 합금 발명에 대한 특허를 받을 수 있는 권리 중 피고 2의 지분을 심리하여 확정하고, 위 기술료 가운데 그 지분에 상응하는 금액만을 손해액으로 산정하여 배상을 명하였어야 할 것이다.""]",176319,False,ko,1494,2802,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,c8a7730f3284f9af07a5ee25b7cba72f9369fdc9d1a8c3cf38c555a063d23b6c,3391b1379541f8380ae96e6f408b33701a9699cee635c0941cf15621b9166f14,3391b1379541f8380ae96e6f408b33701a9699cee635c0941cf15621b9166f14,9fca04ef9598ccf0bd524028fe2cbeab1b953319a6af11db2d5e563543282dc1
KR_b7d634c2e03993e164,FAM_e1c83b3f584bff50,KR,,대법원,supreme,2007-06-15,2004다48775,general_negligence_personal_injury,"[""negligent supervision"", ""breach of duty to protect and supervise students"", ""causation"", ""comparative negligence""]",accepted_primary,"[""학교에서의 교육활동 및 이와 밀접불가분의 관계에 있는 생활관계에 한하며"", ""학교를 설립하여 운영하는 지방자치단체인 피고 및 그 소속 교사들은 어느 특정 개인의 폭력성 여부를 떠나 폭력행위가 학교 내에서 발생하지 않도록 함으로써 학생들을 보호할 일반적 주의의무가 있다고 할 것인데""]",68740,False,ko,638,1389,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,50916ae5706c94bbabb632c1e168805ac4c8299f5a6ccec3130b31a6d74e72dd,fc9b2f9a81c1255aea352f548e5af4aa4ecb513d74248fe63337304e54116da4,fc9b2f9a81c1255aea352f548e5af4aa4ecb513d74248fe63337304e54116da4,9a4da515802ac9b4ea4452f61fef68916e945d019c3a5483eb2cebde5e34649b
KR_b8c149d3a7eebfddda,FAM_fe0d59a1289306a0,KR,,대법원,supreme,2009-11-12,2007다53785,other_civil_liability,"[""이사의 제3자에 대한 손해배상책임"", ""감사의 임무해태에 따른 제3자 손해배상책임"", ""허위 재무제표 및 분식회계로 인한 손해배상책임"", ""분식회계와 대출·지급보증 손해 사이의 상당인과관계""]",independent_agreement,"[""피고 2는 동아건설의 이사로서 대표이사 또는 이사인 제1심 공동피고 최원석, 제1심 공동피고 2와 순차적으로 공모하여 담당실무자인 제1심 공동피고 6에게 분식회계의 실행을 지시하여 1995 회계연도 재무제표 및 1996 회계연도 재무제표를 허위로 작성·공시하도록 하였는바, 이는 이사가 고의 또는 중과실로 그 임무를 해태한 경우에 해당한다고 판단하였다."", ""피고 1은 동아건설의 감사로서 직무를 전혀 수행하지 아니한 중과실로 1995 회계연도 및 1996 회계연도에 위와 같이 허위의 재무제표가 작성·공시되는 것을 방치하는 등 감사로서의 임무를 해태하였다고 판단한 조치는 정당하고"", ""그로 말미암아 제3자가 입은 손해를 배상할 책임이 있다""]",143216,False,ko,868,1889,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,c0c6e43917ccbfd4f37c4d2aee693a7e24a263032498f13a0bf3dfcca299e911,9fa62715be81d5f9ba3c8effd18c10f461d7b6e7f2ee10e35aab0eb01b70d0fc,9fa62715be81d5f9ba3c8effd18c10f461d7b6e7f2ee10e35aab0eb01b70d0fc,fcef9f44c1f97df44f0f93a9229eecb9de463a26d75ff1dd3d8242898d899597
KR_b8f7e4d96ca6d41527,FAM_2d185d7fa9d23211,KR,,대법원,supreme,2013-07-12,2006다17539,product_liability,"[""제조물책임"", ""설계상 결함"", ""위험방지의무 위반"", ""경고 표시 미실시""]",independent_agreement,"[""따라서 제조업자가 이러한 고도의 위험방지의무를 위반한 채 생명·신체에 위해를 발생시킬 위험이 있는 화학제품을 설계하여 그대로 제조·판매한 경우에는 특별한 사정이 없는 한 그 화학제품에는 사회통념상 통상적으로 기대되는 안전성이 결여된 설계상의 결함이 존재한다고 봄이 상당하다."", ""피고들이 베트남전 동안 제조·판매한 고엽제에는 인체의 안전을 위한 고도의 위험방지의무를 위반함으로써 사회통념상 통상적으로 기대되는 안전성을 결여한 설계상의 결함이 있다고 봄이 상당하다."", ""고엽제에 노출되어 염소성여드름이 발병한 선정자들 중 손해배상청구권이 시효로 소멸되지 않은 선정자들에 관한 원심의 위와 같은 판단은 정당하고""]",192119,False,ko,1358,2697,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,b0f6ba54126342b6d92d6f5cd0d17c7f609b99c825a14ef3d37176f871a5f3ba,fcd5173e03ec61833aa3270a13127645279b4e4da51fe8bb29dca4376bd4c496,fcd5173e03ec61833aa3270a13127645279b4e4da51fe8bb29dca4376bd4c496,0cdf549de64de9c645f83747378da30f3479cb5d828d8b771753e46f94c376ba
KR_b9478acaee2bfa081a,FAM_8aa18531cef873cd,KR,,대법원,supreme,2017-03-15,2013다209695,other_civil_liability,"[""국가배상법상 공무원의 과실에 의한 위법행위"", ""공무원의 부동산 처분으로 인한 소유권 및 재산상 손해""]",independent_agreement,"[""피고 소속 담당공무원이 이 사건 토지를 삼성에스디아이에 매도하고 소유권이전등기를 해주었다면, 피고 소속 담당공무원에게 위와 같은 불법행위에 대한 과실과 위법성이 인정된다."", ""국가가 구 농지개혁법에 따라 매수한 농지에 관하여 그 명의로 소유권보존등기를 마쳤으나 농지를 분배하지 않아 원소유자의 소유로 환원된 경우에는 원소유자에게 농지에 관한 소유권이전등기를 마쳐야 한다.""]",184532,False,ko,832,1741,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,10fadf10f91a94290cb810a432de78978150e9a73aad45928b54392354ec9d5f,979850c43fdb7526e0357a9be398c564d7435be254e8acc3a8438f833d47b614,979850c43fdb7526e0357a9be398c564d7435be254e8acc3a8438f833d47b614,b0393f70bd3cc43a3212c48661455919f7d18a01064908216b482642a499936b
